enrichment,bare,6_slry_0_mlt_0.5_ref_0_pp.csv,6_slry_0_mlt_1_ref_0_pp.csv,6_slry_0_mlt_1.5_ref_0_pp.csv,6_slry_0_mlt_2_ref_0_pp.csv
0.01,0.000474573,0.0004693555082535,0.0004662403955352,0.0003983712799305,0.0004272702315229
7.5,0.000587528,0.0012580153186328,0.0015022824442231,0.0012172003538092,0.0008669921140878
15.0,0.001251596,0.001636032003536,0.0007325702982312,0.0015555151757149,0.0012269541416714
25.0,0.001272486,0.0012206092765599,0.0011220377839544,0.0011881720212861,0.0010528422050123
50.0,0.001310144,0.0014260521185796,0.0014772989614876,0.0012457137224489,0.0012513414079132
75.0,0.00113424,0.0015509216647238,0.0008425774195295,0.0014130353946411,0.0012668679190326
99.99,0.001036591,0.0016595683487912,0.0013937532524534,0.0009072681602791,0.0015451569963524
