cell,nuclide,score,mean,std. dev.
10,Li6,"(n,Xt)",0.3168688645632635,0.0003498816034980243
10,Li7,"(n,Xt)",0.07514409142687326,0.00019244473448088985
6,Li6,"(n,Xt)",0.0008403744543229291,3.848655759503758e-06
6,Li7,"(n,Xt)",0.01981439837903192,3.229991270865194e-05
