cell,nuclide,score,mean,std. dev.,wppm
10,Li6,"(n,Xt)",1.0475205264170189,0.001198096378923,0.0
10,Li7,"(n,Xt)",0.0728817625841017,0.000173093053761,0.0
6,Li6,"(n,Xt)",0.0875227298812593,0.0002156315683565,0.0
6,Li7,"(n,Xt)",0.0189915944199694,3.024252110195768e-05,0.0
20,Li6,"(n,Xt)",1.050050634867863,0.0012424546201631,50.0
20,Li7,"(n,Xt)",0.0716817730819275,0.0001671243873709,50.0
17,Li6,"(n,Xt)",0.0875222629970928,0.0002271648946989,50.0
17,Li7,"(n,Xt)",0.0187897676652611,3.091138771218601e-05,50.0
27,Li7,"(n,Xt)",0.0185712998224801,2.8556194828858317e-05,100.0
27,Li6,"(n,Xt)",0.0870846018143146,0.0001898117771253,100.0
30,Li6,"(n,Xt)",1.0549670316358115,0.0014718831875173,100.0
30,Li7,"(n,Xt)",0.0704716056612151,0.0001931550852438,100.0
37,Li7,"(n,Xt)",0.0183450661736746,3.080282611037063e-05,150.0
40,Li6,"(n,Xt)",1.0587024301378178,0.0010925302046977,150.0
40,Li7,"(n,Xt)",0.0691556356436884,0.0001802960636935,150.0
37,Li6,"(n,Xt)",0.0869017034492474,0.0001952988867775,150.0
47,Li7,"(n,Xt)",0.0180911574916303,2.8568297725424133e-05,200.0
47,Li6,"(n,Xt)",0.0869354014289792,0.0001578213756041,200.0
50,Li6,"(n,Xt)",1.0627467637655528,0.0007990378178091,200.0
50,Li7,"(n,Xt)",0.0676397427641421,0.0001522601598827,200.0
60,Li6,"(n,Xt)",1.069681741119548,0.0013921237622963,250.0
60,Li7,"(n,Xt)",0.0661083456846641,0.0001769400249408,250.0
57,Li6,"(n,Xt)",0.0867369698485705,0.000234705158327,250.0
57,Li7,"(n,Xt)",0.0178098379076141,2.8768170912380585e-05,250.0
67,Li7,"(n,Xt)",0.0174907646271789,2.597585106798304e-05,300.0
67,Li6,"(n,Xt)",0.0867454446202014,0.00025825415751,300.0
70,Li6,"(n,Xt)",1.075720381717958,0.0013415698534161,300.0
70,Li7,"(n,Xt)",0.0644185467762045,0.000167587774341,300.0
80,Li6,"(n,Xt)",1.0803299471248342,0.0019908327260362,350.0
80,Li7,"(n,Xt)",0.0625452219882996,0.0001693751168518,350.0
77,Li6,"(n,Xt)",0.086154375916992,0.0002261637377848,350.0
77,Li7,"(n,Xt)",0.0171459863941447,2.5379999996580275e-05,350.0
87,Li6,"(n,Xt)",0.0855858089503199,0.0001896932551182,400.0
90,Li6,"(n,Xt)",1.0879970937198729,0.0013824366081123,400.0
90,Li7,"(n,Xt)",0.0604905529790317,0.0001588751518915,400.0
87,Li7,"(n,Xt)",0.0167525075917709,2.2173319365737536e-05,400.0
97,Li7,"(n,Xt)",0.016318554930763,2.2502179492056508e-05,450.0
97,Li6,"(n,Xt)",0.0852272661965145,0.0001896219809908,450.0
100,Li7,"(n,Xt)",0.0581911764011379,0.0001699088857486,450.0
100,Li6,"(n,Xt)",1.0940915187511808,0.0007409793578053,450.0
110,Li6,"(n,Xt)",1.102987735369722,0.0014829338211964,500.0
110,Li7,"(n,Xt)",0.0556373988902533,0.0001580252098076,500.0
107,Li6,"(n,Xt)",0.0849926171027451,0.0001892700014811,500.0
107,Li7,"(n,Xt)",0.0158178640501898,2.0247772618745797e-05,500.0
120,Li6,"(n,Xt)",1.1147066860796104,0.0008291878757717,550.0
120,Li7,"(n,Xt)",0.0528324475414058,0.0001492078509745,550.0
117,Li6,"(n,Xt)",0.0842738292941612,0.0001209133363143,550.0
117,Li7,"(n,Xt)",0.0152616594125098,2.1426975075204523e-05,550.0
127,Li7,"(n,Xt)",0.0146157331485583,2.3745108890743445e-05,600.0
127,Li6,"(n,Xt)",0.0831284262959208,0.0001889972288992,600.0
130,Li6,"(n,Xt)",1.1252247274472431,0.0010269892000257,600.0
130,Li7,"(n,Xt)",0.0496375309872699,0.0001393589315255,600.0
140,Li6,"(n,Xt)",1.1380757218652753,0.0008640198722224,650.0
140,Li7,"(n,Xt)",0.0460910091098163,0.0001076023225144,650.0
137,Li6,"(n,Xt)",0.0822069766433509,0.0001970738302602,650.0
137,Li7,"(n,Xt)",0.013861684327323,1.956023840747706e-05,650.0
147,Li7,"(n,Xt)",0.0129661955960066,1.6022011705745514e-05,700.0
147,Li6,"(n,Xt)",0.0805102983769214,0.0001907653837215,700.0
150,Li7,"(n,Xt)",0.0420690179414261,0.0001125369974621,700.0
150,Li6,"(n,Xt)",1.1494583324527123,0.0017834621223189,700.0
160,Li6,"(n,Xt)",1.1613015637867474,0.0014227379547284,750.0
160,Li7,"(n,Xt)",0.0374402996736936,0.0001225781207142,750.0
157,Li6,"(n,Xt)",0.0782611470898068,0.0001879756515386,750.0
157,Li7,"(n,Xt)",0.0118859769370898,1.5851596099989154e-05,750.0
167,Li6,"(n,Xt)",0.0749293400386209,0.0001544736201655,800.0
167,Li7,"(n,Xt)",0.0105630674550182,1.4822807234599518e-05,800.0
170,Li6,"(n,Xt)",1.1718286817295331,0.0011013503346142,800.0
170,Li7,"(n,Xt)",0.0321251981730589,7.2671972256568e-05,800.0
180,Li6,"(n,Xt)",1.181841286969269,0.0017740846284818,850.0
180,Li7,"(n,Xt)",0.0258995767102331,4.30979422914788e-05,850.0
177,Li6,"(n,Xt)",0.0702961391102596,0.000127767908633,850.0
177,Li7,"(n,Xt)",0.0089240564623916,9.630149206850669e-06,850.0
187,Li6,"(n,Xt)",0.0617042379175549,9.865842199655949e-05,900.0
190,Li6,"(n,Xt)",1.1778354582670094,0.0014355447932632,900.0
190,Li7,"(n,Xt)",0.0185857527557504,3.583844691656548e-05,900.0
187,Li7,"(n,Xt)",0.0068119926597432,8.787978721525574e-06,900.0
