wppm,mean,std. dev.
0.0,1.3450878637475778,0.0012656777776627428
50.0,1.3464590806636445,0.001389840900445286
100.0,1.3458024350634639,0.0013144851579607972
150.0,1.3453972782415933,0.0011093397659029131
200.0,1.34446538691385,0.001018149643859816
250.0,1.3457144761811926,0.0009110330790824581
300.0,1.348283965155512,0.0010600640691811357
350.0,1.3495266134491033,0.0009471936316768576
400.0,1.3477812237964775,0.001536449017861798
450.0,1.3437876783816178,0.0009463829663686849
500.0,1.3447856692091302,0.0014803912119544123
550.0,1.3438171389451523,0.0013823129857936604
600.0,1.3439765480669401,0.0010199933863008087
650.0,1.3436522477145425,0.0012357238541731929
700.0,1.3386174743833361,0.0011047165838502092
750.0,1.3336215175593196,0.00110563736970162
800.0,1.3242539406247624,0.001551699518692204
850.0,1.3060875774881449,0.000764719548787884
900.0,1.273381891315137,0.0011775408159041744
