wppm,mean,std. dev.
0.0,1.3231896241687324,0.001368755093855457
50.0,1.3234670328962002,0.0012416333932512077
100.0,1.32483789963602,0.001290915447328972
150.0,1.3233450459502551,0.0010700851332060535
200.0,1.3258575278912275,0.0012000548771377206
250.0,1.32775020134542,0.0013471479522772186
300.0,1.328677876471935,0.0012063606496226923
350.0,1.3314753039068334,0.0014644228186149759
400.0,1.332510123039614,0.0010245799079588796
450.0,1.3325575529059392,0.001394732032547315
500.0,1.3327512963843384,0.0013509675891669537
550.0,1.3346177221764939,0.0012837185631480526
600.0,1.335362488164812,0.0009537219261065875
650.0,1.3344795336795077,0.0008023515017425106
700.0,1.3356225309960927,0.0014718655511217703
750.0,1.3344358715698201,0.0013286855772597988
800.0,1.3267289448449873,0.0012805171264550499
850.0,1.3157367269284366,0.001099772243014834
900.0,1.2819581748530184,0.0017914452831957362
