wppm,mean,std. dev.
0.0,1.345969167218483,0.000897935101673731
50.0,1.3438152647255681,0.0014518827025876834
100.0,1.3450891697398917,0.0007605403893711657
150.0,1.3454723664844614,0.0007396926980891266
200.0,1.3444098454726425,0.0012220842590498317
250.0,1.343626737253098,0.0011387261193285952
300.0,1.3476223822246383,0.0012137471132957112
350.0,1.34493753793056,0.0010207165009291064
400.0,1.347783677183744,0.0008779848998098987
450.0,1.3449160572324257,0.0011341736850802406
500.0,1.348359189832507,0.0015028166488109578
550.0,1.3462354280956526,0.0013746115368476644
600.0,1.3455887048480981,0.0010695245977089928
650.0,1.3422583854430534,0.0007487893587919343
700.0,1.3396711986290932,0.001984849918460966
750.0,1.3357728774376636,0.0010509483984207264
800.0,1.3245079622737408,0.0013301721664079613
850.0,1.309615099937297,0.0012912189798796347
900.0,1.2739994899942497,0.00108726965519031
