cell,nuclide,score,mean,std. dev.,wppm
10,Li6,"(n,Xt)",1.162152449767199,0.0013540014778907,0.0
10,Li7,"(n,Xt)",0.025530603358415,9.632561146252024e-05,0.0
6,Li6,"(n,Xt)",0.1381695764809017,0.0002805065115047,0.0
6,Li7,"(n,Xt)",0.0185612793642614,2.220864149419394e-05,0.0
20,Li6,"(n,Xt)",1.1656126346576483,0.0011807331989191,50.0
20,Li7,"(n,Xt)",0.0251256307468798,0.0001011424699797,50.0
17,Li6,"(n,Xt)",0.1370866789608556,0.0002028135719545,50.0
17,Li7,"(n,Xt)",0.0183708268268283,2.2210933114441447e-05,50.0
27,Li7,"(n,Xt)",0.0181578429976577,2.0383333460612023e-05,100.0
27,Li6,"(n,Xt)",0.1367882682858467,0.0002965503262316,100.0
30,Li6,"(n,Xt)",1.1650778667436044,0.0011660514341324,100.0
30,Li7,"(n,Xt)",0.0247396134490698,9.933182383994308e-05,100.0
37,Li7,"(n,Xt)",0.0179369320012847,2.19411157158734e-05,150.0
40,Li6,"(n,Xt)",1.165864936814674,0.000756154903994,150.0
40,Li7,"(n,Xt)",0.0242685898663585,9.304382012993054e-05,150.0
37,Li6,"(n,Xt)",0.1359931953404075,0.0003418669344611,150.0
47,Li7,"(n,Xt)",0.0176958711798572,2.0635164979892467e-05,200.0
47,Li6,"(n,Xt)",0.1350425665385842,0.0002459947897234,200.0
50,Li6,"(n,Xt)",1.1669217549819144,0.0013961388895224,200.0
50,Li7,"(n,Xt)",0.0237855719389124,9.442456043645804e-05,200.0
60,Li6,"(n,Xt)",1.1685214093663134,0.0011219219157118,250.0
60,Li7,"(n,Xt)",0.0232350698781719,0.0001039833360989,250.0
57,Li6,"(n,Xt)",0.1339194808947146,0.0002153060671863,250.0
57,Li7,"(n,Xt)",0.0174210057888323,1.9604991199666145e-05,250.0
67,Li7,"(n,Xt)",0.0171167326164752,1.7589503672539166e-05,300.0
67,Li6,"(n,Xt)",0.1327615815694983,0.000281901377726,300.0
70,Li6,"(n,Xt)",1.1737082324196897,0.0012132187133357,300.0
70,Li7,"(n,Xt)",0.0226443349342157,9.672740946949982e-05,300.0
80,Li6,"(n,Xt)",1.175406696433951,0.0020299648148565,350.0
80,Li7,"(n,Xt)",0.0219702582848359,0.0001034498989532,350.0
77,Li6,"(n,Xt)",0.1312519961702891,0.0003154813836046,350.0
77,Li7,"(n,Xt)",0.0167839286017116,1.555851341385557e-05,350.0
87,Li6,"(n,Xt)",0.130092533487061,0.0002493352082141,400.0
90,Li6,"(n,Xt)",1.1774061995309355,0.0012264760434898,400.0
90,Li7,"(n,Xt)",0.0212579895131752,9.710804128843062e-05,400.0
87,Li7,"(n,Xt)",0.016411291987313,1.3597499909386002e-05,400.0
97,Li7,"(n,Xt)",0.0159921261715927,1.1885962334665637e-05,450.0
97,Li6,"(n,Xt)",0.128058250472808,0.0002226056462033,450.0
100,Li7,"(n,Xt)",0.0204876414502922,0.0001028942993929,450.0
100,Li6,"(n,Xt)",1.1804819518308078,0.0012838896110484,450.0
110,Li6,"(n,Xt)",1.1845436718184523,0.0014043428816891,500.0
110,Li7,"(n,Xt)",0.0196251786295275,9.952932830707924e-05,500.0
107,Li6,"(n,Xt)",0.1259654266929921,0.0002083014651495,500.0
107,Li7,"(n,Xt)",0.0155144534934159,1.2734251544225625e-05,500.0
120,Li6,"(n,Xt)",1.189050224898058,0.0009138215993907,550.0
120,Li7,"(n,Xt)",0.0186209835894549,7.268870668822949e-05,550.0
117,Li6,"(n,Xt)",0.1240606401739688,0.0002669763736774,550.0
117,Li7,"(n,Xt)",0.0149737510302545,1.6546269011402544e-05,550.0
127,Li7,"(n,Xt)",0.0143554869986747,1.71986035401334e-05,600.0
127,Li6,"(n,Xt)",0.1212861284340425,0.0001477184329084,600.0
130,Li6,"(n,Xt)",1.190454671503657,0.0009655690387893,600.0
130,Li7,"(n,Xt)",0.0175275154462107,6.701939142993281e-05,600.0
140,Li6,"(n,Xt)",1.1945620323493855,0.0010657321350917,650.0
140,Li7,"(n,Xt)",0.0162694721169729,5.608022719464308e-05,650.0
137,Li6,"(n,Xt)",0.1177944073705258,7.955881004789477e-05,650.0
137,Li7,"(n,Xt)",0.0136310077569874,1.4828113719705886e-05,650.0
147,Li7,"(n,Xt)",0.0127635006701808,1.2664641884615118e-05,700.0
147,Li6,"(n,Xt)",0.113618673339984,0.0002394618759944,700.0
150,Li7,"(n,Xt)",0.0148667257733098,4.161628534748492e-05,700.0
150,Li6,"(n,Xt)",1.1982612095495002,0.0014413998515182,700.0
160,Li6,"(n,Xt)",1.2011199366677974,0.0012843055905351,750.0
160,Li7,"(n,Xt)",0.0132444277340999,3.472876631886195e-05,750.0
157,Li6,"(n,Xt)",0.1078667916026826,0.0001461569077745,750.0
157,Li7,"(n,Xt)",0.0117135456955377,1.0627415570412378e-05,750.0
167,Li6,"(n,Xt)",0.1009247592209569,0.0002607711394038,800.0
167,Li7,"(n,Xt)",0.0104316192493377,1.133659833416114e-05,800.0
170,Li6,"(n,Xt)",1.2043982306095429,0.0011291127742917,800.0
170,Li7,"(n,Xt)",0.0113665087716536,3.155696051795433e-05,800.0
180,Li6,"(n,Xt)",1.202090575253615,0.0009964945432649,850.0
180,Li7,"(n,Xt)",0.0091850633695997,2.2154171257396338e-05,850.0
177,Li6,"(n,Xt)",0.0914463759910094,0.0001365244899007,850.0
177,Li7,"(n,Xt)",0.0088253813983722,8.194172346307349e-06,850.0
187,Li6,"(n,Xt)",0.0774842478957871,0.0001288501197301,900.0
190,Li6,"(n,Xt)",1.1859692556522754,0.0008679192040528,900.0
190,Li7,"(n,Xt)",0.0066103726309075,1.6590037691800756e-05,900.0
187,Li7,"(n,Xt)",0.0067466001826948,6.539379840981327e-06,900.0
