cell,nuclide,score,mean,std. dev.,wppm
10,Li6,"(n,Xt)",1.163465272658318,0.0015270495764514,0.0
10,Li7,"(n,Xt)",0.027067480867218,9.443426729183504e-05,0.0
6,Li6,"(n,Xt)",0.1353909015050097,0.0002390563942106,0.0
6,Li7,"(n,Xt)",0.0185612516289478,2.21688248044848e-05,0.0
20,Li6,"(n,Xt)",1.1638736467515518,0.0007298356734003,50.0
20,Li7,"(n,Xt)",0.0266355810238087,9.089629627437938e-05,50.0
17,Li6,"(n,Xt)",0.1349276209127195,0.0002486903148401,50.0
17,Li7,"(n,Xt)",0.0183723681893745,2.328722295181418e-05,50.0
27,Li7,"(n,Xt)",0.0181608144847023,2.0612958391784176e-05,100.0
27,Li6,"(n,Xt)",0.1343823925262906,0.0003051351987126,100.0
30,Li6,"(n,Xt)",1.1664073469702445,0.0006189284060962,100.0
30,Li7,"(n,Xt)",0.0261939109511426,8.822457079168314e-05,100.0
37,Li7,"(n,Xt)",0.0179421668061754,2.190734020827154e-05,150.0
40,Li6,"(n,Xt)",1.166896688700659,0.000682001857392,150.0
40,Li7,"(n,Xt)",0.0256996137908446,8.394127816687463e-05,150.0
37,Li6,"(n,Xt)",0.1335796508668606,0.0002666936651952,150.0
47,Li7,"(n,Xt)",0.017694924981482,2.036343673058861e-05,200.0
47,Li6,"(n,Xt)",0.1324965992201449,0.0002392332985446,200.0
50,Li6,"(n,Xt)",1.1696169922956536,0.0008440014627064,200.0
50,Li7,"(n,Xt)",0.0251900494301941,7.924518546104117e-05,200.0
60,Li6,"(n,Xt)",1.1733454722380348,0.0013708923378022,250.0
60,Li7,"(n,Xt)",0.0246174826775342,8.738540890322506e-05,250.0
57,Li6,"(n,Xt)",0.1315883645822487,0.0001698776796007,250.0
57,Li7,"(n,Xt)",0.0174215538043251,2.0002466662264816e-05,250.0
67,Li7,"(n,Xt)",0.0171210079615586,1.6690199100722835e-05,300.0
67,Li6,"(n,Xt)",0.1304468639151385,0.0002839026734131,300.0
70,Li6,"(n,Xt)",1.1747192673311655,0.0012464908934946,300.0
70,Li7,"(n,Xt)",0.0239975516831493,8.983082098031684e-05,300.0
80,Li6,"(n,Xt)",1.176028191711547,0.0007978936369161,350.0
80,Li7,"(n,Xt)",0.0232706124585226,9.744778960237616e-05,350.0
77,Li6,"(n,Xt)",0.1291249788520823,0.0001994259872756,350.0
77,Li7,"(n,Xt)",0.0167853055991073,1.6048597005981577e-05,350.0
87,Li6,"(n,Xt)",0.1279352453080505,0.0001825852003072,400.0
90,Li6,"(n,Xt)",1.1778495346132687,0.001918511103013,400.0
90,Li7,"(n,Xt)",0.0225307869979769,9.172189393874704e-05,400.0
87,Li7,"(n,Xt)",0.016411774008958,1.4194671757233442e-05,400.0
97,Li7,"(n,Xt)",0.0159947692928744,1.3214884660485248e-05,450.0
97,Li6,"(n,Xt)",0.1260873234630262,0.0002202637900553,450.0
100,Li7,"(n,Xt)",0.0217073281170726,8.834438722128689e-05,450.0
100,Li6,"(n,Xt)",1.1836023738492392,0.0019786613944307,450.0
110,Li6,"(n,Xt)",1.1852379478147508,0.0007691579575225,500.0
110,Li7,"(n,Xt)",0.0207849093305305,7.435787633017448e-05,500.0
107,Li6,"(n,Xt)",0.124267861297014,0.0002014989488801,500.0
107,Li7,"(n,Xt)",0.0155158568736324,1.3841904450174946e-05,500.0
120,Li6,"(n,Xt)",1.1884824176515454,0.0012440771810473,550.0
120,Li7,"(n,Xt)",0.0197309191247287,7.167142235093912e-05,550.0
117,Li6,"(n,Xt)",0.1216008026954789,0.0002679676488715,550.0
117,Li7,"(n,Xt)",0.0149734777294164,1.72957085549513e-05,550.0
127,Li7,"(n,Xt)",0.0143597599191245,1.6423458717467316e-05,600.0
127,Li6,"(n,Xt)",0.1192877458985806,0.0001950701101885,600.0
130,Li6,"(n,Xt)",1.1908317908847377,0.0005513619805452,600.0
130,Li7,"(n,Xt)",0.0185626265551582,6.194633907719072e-05,600.0
140,Li6,"(n,Xt)",1.195973825498745,0.001483440059516,650.0
140,Li7,"(n,Xt)",0.0172454842251258,5.4187566131152016e-05,650.0
137,Li6,"(n,Xt)",0.1155774976803745,0.0002334238105545,650.0
137,Li7,"(n,Xt)",0.0136304108699612,1.5029366541835176e-05,650.0
147,Li7,"(n,Xt)",0.0127662620721013,1.315834597624729e-05,700.0
147,Li6,"(n,Xt)",0.1115069869308393,0.0001363416630739,700.0
150,Li7,"(n,Xt)",0.0157561592761757,4.794108937653328e-05,700.0
150,Li6,"(n,Xt)",1.2017034076715634,0.0014436981509599,700.0
160,Li6,"(n,Xt)",1.2054636587608951,0.0014360612696559,750.0
160,Li7,"(n,Xt)",0.0140369696488732,4.8521879462206434e-05,750.0
157,Li6,"(n,Xt)",0.1064919520174191,0.0002122547038493,750.0
157,Li7,"(n,Xt)",0.0117153789684969,1.0497615976173156e-05,750.0
167,Li6,"(n,Xt)",0.100132040411038,0.0001980960854027,800.0
167,Li7,"(n,Xt)",0.010431001720569,1.159142512809426e-05,800.0
170,Li6,"(n,Xt)",1.2059836168480902,0.0012754102364194,800.0
170,Li7,"(n,Xt)",0.0120344607896847,3.818847348737935e-05,800.0
180,Li6,"(n,Xt)",1.2061869623347274,0.0009088261224669,850.0
180,Li7,"(n,Xt)",0.0097242677041497,3.170908211154499e-05,850.0
177,Li6,"(n,Xt)",0.0905276028966541,0.0001754062788135,850.0
177,Li7,"(n,Xt)",0.0088252247536029,9.057676244909882e-06,850.0
187,Li6,"(n,Xt)",0.0765300019288291,0.0001068790614781,900.0
190,Li6,"(n,Xt)",1.1878078203753224,0.0009362272957422,900.0
190,Li7,"(n,Xt)",0.0070084350966746,2.629380377846851e-05,900.0
187,Li7,"(n,Xt)",0.0067437065789085,7.183318782352384e-06,900.0
