mlt_0.5_pp.csv,mlt_0_pp.csv,mlt_1.5_pp.csv,mlt_10.5_pp.csv,mlt_10_pp.csv,mlt_11.5_pp.csv,mlt_11_pp.csv,mlt_12_pp.csv,mlt_1_pp.csv,mlt_2.5_pp.csv,mlt_2_pp.csv,mlt_3.5_pp.csv,mlt_3_pp.csv,mlt_4.5_pp.csv,mlt_4_pp.csv,mlt_5.5_pp.csv,mlt_5_pp.csv,mlt_6.5_pp.csv,mlt_6_pp.csv,mlt_7.5_pp.csv,mlt_7_pp.csv,mlt_8.5_pp.csv,mlt_8_pp.csv,mlt_9.5_pp.csv,mlt_9_pp.csv
0.0009183950815833,0.001050902030586,0.0012299624879658,0.0013862812673867,0.0015486890120955,0.0012656777776627,0.0008979351016737,0.0016350149263629,0.0014164231406091,0.0013955819114622,0.0011892640423964,0.0009406732444334,0.0007852683008798,0.0011729092724919,0.0012371209004728,0.0010710107670676,0.0012415692328338,0.0008737359501506,0.0008382513764914,0.0008418945972286,0.0013687550938554,0.0012656612402031,0.0009947600289908,0.0009127114633515,0.0017989221074769
0.0008683797565033,0.0010878274105162,0.0012744345598313,0.0012024921441664,0.0007767312368458,0.0013898409004452,0.0014518827025876,0.0015697184784449,0.0009592246635659,0.0012198991285113,0.001240310594279,0.0014888679377131,0.0013746884795454,0.0011178032680952,0.0012628351125923,0.0010668760248427,0.0012788774033563,0.0012302297007674,0.0010792838684445,0.0009270718143183,0.0012416333932512,0.0010605259717247,0.0010413199371954,0.0005150406096801,0.0016402122226665
0.000869339919907,0.0006635107878532,0.0014968610395257,0.0012074354370071,0.0006959801220661,0.0013144851579607,0.0007605403893711,0.0011711313177223,0.000690000865055,0.0011693347952881,0.0014560826059154,0.0013389561258142,0.0008727591151895,0.0014227326640477,0.0016986794496865,0.001209349561874,0.0014427576325793,0.0011145456905663,0.001221650681976,0.0007623258911582,0.0012909154473289,0.0008029127790162,0.0011183199074584,0.0005880173597917,0.001328119018576
0.0011578055139475,0.0008698656564075,0.0011248197135688,0.000835333349469,0.0007374131232061,0.0011093397659029,0.0007396926980891,0.0013044783767169,0.0004973837807595,0.0012731158794583,0.0011515463562992,0.0014537362719167,0.0009577047675973,0.0007407249259032,0.0010827833807887,0.0008143774306922,0.0014159712099992,0.0013762754078418,0.0011978431848028,0.001326097145622,0.001070085133206,0.0008356254966114,0.0010140098164586,0.0014621823171739,0.0012373163632142
0.0010981629496215,0.0014640672072726,0.0008290767906588,0.0014209359742983,0.0008810593108056,0.0010181496438598,0.0012220842590498,0.0014201870139209,0.0013900951821353,0.0012271005346065,0.0015952661886078,0.0009883097652439,0.001305771036801,0.0011782116499047,0.001260247456257,0.0012866144366763,0.0011836977665408,0.0008714232237248,0.0009907599168888,0.001082514958079,0.0012000548771377,0.0016163349863305,0.0010439491671203,0.0015392568318868,0.000964943340743
0.0016828642160405,0.000921063824466,0.0014231059205059,0.00114728478478,0.0013842834017039,0.0009110330790824,0.0011387261193285,0.0010608088080201,0.0010843307358496,0.001900924857282,0.0016452482985188,0.0009278106886655,0.0005278903568353,0.0007877470858256,0.0012798470628235,0.0010871660644609,0.0014178620413009,0.0010562334657908,0.0010682045368682,0.0015154599449949,0.0013471479522772,0.0011123480536127,0.0014046009695483,0.0012896436914454,0.0012231793590355
0.0011359525486263,0.0014244780843474,0.0013766863435123,0.0012494133085307,0.0012816740672573,0.0010600640691811,0.0012137471132957,0.0009991593100009,0.0014895638437057,0.0008451726384725,0.0010368930163757,0.0008388848007906,0.0009189668730357,0.0011189062720548,0.0013676217283246,0.0014648845649945,0.0009066792154173,0.0012190641763882,0.0012297147079978,0.0017812454165455,0.0012063606496226,0.0020138587806879,0.0014747625518435,0.0013569589055296,0.0013470215128173
0.0016079964616967,0.0010238209628095,0.0020109443189591,0.0020569952848486,0.0008283469136758,0.0009471936316768,0.0010207165009291,0.0012917903428794,0.0009096958860651,0.0009384241940857,0.0010905832061836,0.0013938299760505,0.0011875770088955,0.0010258067221872,0.0010321827389588,0.0011893293514007,0.0008689143117163,0.0012367278155136,0.0012712279010961,0.001190844724219,0.0014644228186149,0.0010388326391425,0.0015396777113042,0.0011208919874854,0.0015559029806154
0.0015173738579074,0.0011578642813695,0.0014045808899691,0.0012553988987553,0.0019294135384332,0.0015364490178617,0.0008779848998098,0.0007231936351863,0.0013224578285733,0.0006552794421657,0.0006617613225502,0.0011295647134917,0.0012663484537771,0.0014673779355781,0.0009672188074955,0.0010325412560276,0.0012065700453449,0.0008702013939415,0.001257112435046,0.0011476277507052,0.0010245799079588,0.0011659308458518,0.0008352212657708,0.0015464558420126,0.0016861190273655
0.0012985089723817,0.0010816910985888,0.0007838254154508,0.0013071550481973,0.0019928864531001,0.0009463829663686,0.0011341736850802,0.0013964004670091,0.0016303187182715,0.0008985223228854,0.0012820755357036,0.0006975385069978,0.0010771538235711,0.0011662517076497,0.0006128581217612,0.0012989091743176,0.0009472820730169,0.0009599505618241,0.0012081049667803,0.0014478489010864,0.0013947320325473,0.0013623541257805,0.0011693340256458,0.0011928698869395,0.0013046278706145
0.0012853757988491,0.000953765764186,0.0015034286783015,0.0014232486353725,0.0007987029999387,0.0014803912119544,0.0015028166488109,0.0012478432628185,0.0012327435726231,0.0013101699499671,0.0014478513746115,0.0008443230068,0.0007299783613766,0.0012653000111616,0.0011933647131523,0.0012828999636573,0.0013439397093012,0.0011249917948868,0.0012212959998997,0.0009661876513239,0.0013509675891669,0.0007649774193471,0.0010190590866572,0.0015853096866098,0.0008685586528606
0.001042593978071,0.001526700457871,0.0008514074619585,0.0009549365040216,0.0012747433575275,0.0013823129857936,0.0013746115368476,0.0009974505240092,0.0011859855246036,0.0008144606386086,0.0009263247226336,0.0007554504119286,0.0009167342360326,0.0014995642640144,0.00120842107523,0.0008936901467874,0.0011291676146258,0.0015293319431898,0.0010919360632495,0.001424178705321,0.001283718563148,0.0014936952630488,0.0011049988296957,0.0010315151944989,0.0012541264451258
0.0013221365661767,0.0008818580578752,0.0010537606519002,0.0009792505781876,0.0005883531765878,0.0010199933863008,0.0010695245977089,0.0010129768444344,0.0011857349548485,0.0009720214653405,0.0010542295064518,0.0007567653261943,0.0012398452929157,0.0011995403774435,0.000681654645614,0.0008836345776959,0.0010304642082256,0.0011487900141526,0.0012975780789767,0.0015227614060724,0.0009537219261065,0.0008303856045215,0.0012038779183591,0.0009266930782476,0.0014570161651211
