cell,nuclide,score,mean,std. dev.
70,Li6,"(n,Xt)",0.9797005579969742,0.0014887859291229711
70,Li7,"(n,Xt)",8.678233727684588e-06,1.9181259981328682e-08
67,Li6,"(n,Xt)",0.21821212664397227,0.00038025025194245556
67,Li7,"(n,Xt)",2.110460390080248e-06,3.1969921292334177e-09
