cell,nuclide,score,mean,std. dev.
20,Li6,"(n,Xt)",0.07719483794619963,7.633518048084719e-05
20,Li7,"(n,Xt)",0.01904033682901194,2.1908024489806495e-05
23,Li6,"(n,Xt)",0.9876004554447697,0.0014162643809465375
23,Li7,"(n,Xt)",0.08544806966347937,0.000132340224032488
26,Li6,"(n,Xt)",0.009325246738201875,0.00013803135510343268
26,Li7,"(n,Xt)",0.00016510887272325276,6.225136953214393e-06
