cell,nuclide,score,mean,std. dev.
50,Li6,"(n,Xt)",1.0236193125521083,0.0014051326633356769
50,Li7,"(n,Xt)",0.04298930877091935,9.191977608001164e-05
47,Li6,"(n,Xt)",0.16973930802505427,0.00022495395680202727
47,Li7,"(n,Xt)",0.01039015561144452,1.3164931348664038e-05
