enrichment,bare,4a_slry_0_mlt_0_ref_0_chnl_1_pp.csv,4a_slry_0_mlt_0_ref_0_chnl_2_pp.csv,4a_slry_0_mlt_0_ref_0_chnl_3_pp.csv,4a_slry_0_mlt_0_ref_0_chnl_4_pp.csv,4a_slry_0_mlt_0_ref_0_chnl_5_pp.csv,4a_slry_0_mlt_0_ref_0_chnl_6_pp.csv,4a_slry_0_mlt_0_ref_0_chnl_7_pp.csv
0.01,0.000474573,0.0004457212393801,0.0004745728891515,0.0005797782895127,0.0004746282402125,0.0004924331327939,0.000357750743079,0.0007890936546662
7.5,0.000587528,0.0009106339196296,0.0005875275991724,0.0007195966175888,0.0010632258657643,0.0010214136207519,0.0009539412314634,0.0011387376283068
15.0,0.001251596,0.000812189711289,0.0012515957698049,0.0015953040388678,0.0009537235959979,0.0007684279234472,0.0006553991756258,0.0010490439605162
25.0,0.001272486,0.0014856473964565,0.0012724860400904,0.0014993521759628,0.0008745240411549,0.0009294015255314,0.0009844003507684,0.0013878187078759
50.0,0.001310144,0.0009795747195197,0.0013101438844623,0.001103509227122,0.0011759893190031,0.0009229344462738,0.0009043091194434,0.0011856966462026
75.0,0.00113424,0.0013174017074216,0.0011342404996184,0.0009439237581176,0.0014010587289165,0.0011671684312529,0.0011091609932249,0.0011321050504753
99.99,0.001036591,0.0012924261522448,0.001036590936565,0.0012197603550207,0.001185408760915,0.0012035909425681,0.0011782438469208,0.0014807882112845
