cell,nuclide,score,mean,std. dev.
60,Li6,"(n,Xt)",0.9842781220748851,0.001231264802711385
60,Li7,"(n,Xt)",0.02056108405579895,4.066794331111987e-05
57,Li6,"(n,Xt)",0.252646436247653,0.0005622749450152587
57,Li7,"(n,Xt)",0.005372217662142577,6.723646148792124e-06
