enrichment,mean,std. dev.
0.01,0.4285556278623886,0.0004378636356812359
7.5,1.1768103036970932,0.0006085042338453005
15.0,1.2097508610369627,0.0012727347726203696
25.0,1.2235202808153307,0.0012892309652214426
50.0,1.2208469180212964,0.0013217457873634455
75.0,1.2061522863535472,0.001138589443488048
99.99,1.189100557367995,0.0010345645491111853
