enrichment,bare,25_slry_0_mlt_0_ref_0.2_pp.csv,25_slry_0_mlt_0_ref_0.4_pp.csv,25_slry_0_mlt_0_ref_0.6_pp.csv,25_slry_0_mlt_0_ref_0.8_pp.csv,25_slry_0_mlt_0_ref_1_pp.csv
0.01,0.428365167,0.4285556278623886,0.4288718083960192,0.4291200856831161,0.4294808343626694,0.4298163856998594
7.5,1.176862447,1.1768103036970932,1.1768016576429308,1.1768290624315574,1.1769093926921428,1.176916723513142
15.0,1.209729528,1.2097508610369627,1.209737169532452,1.2097546212393515,1.2097606249429191,1.209752757085241
25.0,1.223575556,1.2235202808153307,1.223519657590344,1.223540575811101,1.2235601124348043,1.2235741375396465
50.0,1.220874813,1.2208469180212964,1.2208623506773506,1.220868695884508,1.2209007561923833,1.2208922279355616
75.0,1.206134367,1.2061522863535472,1.2061586779258495,1.2061602317483993,1.2061629808010297,1.2061836291073929
99.99,1.189121384,1.189100557367995,1.1891183137389314,1.1891078435558398,1.18913144421719,1.1891368035821814
