enrichment,bare,25_slry_0_mlt_0_ref_0.2_pp.csv,25_slry_0_mlt_0_ref_0.4_pp.csv,25_slry_0_mlt_0_ref_0.6_pp.csv,25_slry_0_mlt_0_ref_0.8_pp.csv,25_slry_0_mlt_0_ref_1_pp.csv
0.01,0.000474573,0.0004378636356812,0.0004431697195263,0.0004465432338087,0.0004544943192246,0.0004586455879628
7.5,0.000587528,0.0006085042338453,0.0005997282543089,0.0005955610705947,0.0005995575952495,0.000620712238789
15.0,0.001251596,0.0012727347726203,0.0012689499867353,0.0012533480185816,0.0012440395298655,0.0012493392513188
25.0,0.001272486,0.0012892309652214,0.0012797532031907,0.0012879809221042,0.0012856996491214,0.0012904925095266
50.0,0.001310144,0.0013217457873634,0.001316377118549,0.0013139381993726,0.0013169657781344,0.0013152865591638
75.0,0.00113424,0.001138589443488,0.0011409306393577,0.0011394598294799,0.0011387478646619,0.0011375947553067
99.99,0.001036591,0.0010345645491111,0.0010338112849696,0.0010388203845916,0.0010259684519053,0.0010274781890606
