enrichment,bare,14_slry_1000_mlt_2_ref_0_pp.csv,14_slry_500_mlt_2_ref_0_pp.csv,14_slry_550_mlt_2_ref_0_pp.csv,14_slry_600_mlt_2_ref_0_pp.csv,14_slry_650_mlt_2_ref_0_pp.csv,14_slry_700_mlt_2_ref_0_pp.csv,14_slry_750_mlt_2_ref_0_pp.csv,14_slry_800_mlt_2_ref_0_pp.csv,14_slry_850_mlt_2_ref_0_pp.csv,14_slry_900_mlt_2_ref_0_pp.csv,14_slry_950_mlt_2_ref_0_pp.csv
0.01,0.000474573,0.0,0.0004546845273192,0.0003602960055088,0.0003562291087795,0.000314455279521,0.0003256454123074,0.0002782584896396,0.0002719183945078,0.0002098882295669,0.0001024571322611,8.630136101217229e-05
7.5,0.000587528,0.0,0.0014478513746115,0.0009263247225937,0.0010542295063934,0.0014922802344161,0.0011837823707985,0.0007672809546357,0.0012357940071268,0.0012319707972573,0.0014547130749558,0.0010196962124795
15.0,0.001251596,0.0,0.0012160005879788,0.0012797978400403,0.0011420066618136,0.0008215984864059,0.0010286267129375,0.000963761697235,0.0009113969356039,0.0018154781798901,0.0011231480821306,0.0011302350461918
25.0,0.001272486,0.0,0.0013399646732995,0.00139863637617,0.0012722054583389,0.0013866164428314,0.0011026564282999,0.0012491003327676,0.001026996037532,0.000759411012822,0.0013418552595141,0.0012739138389428
50.0,0.001310144,0.0,0.0015105436870644,0.0015746881226064,0.0015741717746352,0.0009752041820644,0.0009061381199026,0.00100704825716,0.0011610427197767,0.0011069114655778,0.0010499284174172,0.0007072791358859
75.0,0.00113424,0.0,0.0014761964979944,0.0022985949422722,0.0017345053030073,0.0013317625181179,0.0012282538688756,0.0010626517824587,0.0015316566821011,0.0009475649386706,0.0011867118883606,0.0015965318525165
99.99,0.001036591,0.0,0.0008942115025599,0.0017282551978106,0.0016568533806529,0.0011019886574752,0.0015623857278769,0.0009283982999201,0.0012458542742793,0.001203216098725,0.0011578138674504,0.0010005981873844
