cell,nuclide,score,mean,std. dev.
50,Li6,"(n,Xt)",1.0023123087432624,0.0012609985785569963
50,Li7,"(n,Xt)",0.0449112839998485,9.94781848091503e-05
47,Li6,"(n,Xt)",0.17291212449703225,0.0002914449281783529
47,Li7,"(n,Xt)",0.010511721518342945,1.4070553539284903e-05
