cell,nuclide,score,mean,std. dev.
70,Li6,"(n,Xt)",0.9796953001434293,0.0014896824204968908
70,Li7,"(n,Xt)",8.678324902561581e-06,1.9278164481428872e-08
67,Li6,"(n,Xt)",0.21820823132398726,0.00038093074395057223
67,Li7,"(n,Xt)",2.1104690209204133e-06,3.198611607552835e-09
