enrichment,bare,2a_slry_0_mlt_0.2_ref_0_pp.csv,2a_slry_0_mlt_0.4_ref_0_pp.csv,2a_slry_0_mlt_0.6_ref_0_pp.csv,2a_slry_0_mlt_0.8_ref_0_pp.csv,2a_slry_0_mlt_1_ref_0_pp.csv
0.01,0.000474573,0.0006189723489402,0.0004909840568064,0.0004591462366213,0.0002847300066935,0.0003372380543027
7.5,0.000587528,0.0012583420313329,0.001310067125057,0.0011971143544582,0.0010172970489208,0.0009864004058351
15.0,0.001251596,0.0010810511758924,0.0014046344699918,0.0013196407770853,0.0010530511505719,0.0014389733261025
25.0,0.001272486,0.0013864926956365,0.0009843946357755,0.0011496593890972,0.0012969448345254,0.0010194463402185
50.0,0.001310144,0.0012985933103203,0.0010812892967202,0.0013983534360577,0.0013438059592615,0.0009542917714483
75.0,0.00113424,0.0011750142843725,0.0013474287608833,0.001110064871979,0.0014959234291045,0.0013655327788625
99.99,0.001036591,0.0015365786010597,0.0017203102320123,0.0014602049116464,0.0013549661262074,0.0010643894877112
