cell,nuclide,score,mean,std. dev.,enrichment
10,Li6,"(n,Xt)",0.8330878680334187,0.0010019811322911,0.01
10,Li7,"(n,Xt)",0.0883991778306153,0.0002181930004677,0.01
6,Li6,"(n,Xt)",0.0304040901483542,4.521181963248025e-05,0.01
6,Li7,"(n,Xt)",0.0220711293217261,3.246615731058451e-05,0.01
20,Li6,"(n,Xt)",0.981039889817289,0.0014322352863588,7.5
20,Li7,"(n,Xt)",0.0818929421620714,0.0001907547551918,7.5
17,Li6,"(n,Xt)",0.112469274507005,0.0002349060981242,7.5
17,Li7,"(n,Xt)",0.0205490183369988,3.131971267706238e-05,7.5
30,Li6,"(n,Xt)",0.9956004710381482,0.0013032004057257,15.0
30,Li7,"(n,Xt)",0.0753693993792832,0.0001639048116963,15.0
27,Li6,"(n,Xt)",0.1461487313258485,0.0003196602343578,15.0
27,Li7,"(n,Xt)",0.0190355026327456,2.7391983232732383e-05,15.0
37,Li7,"(n,Xt)",0.0170011165638491,2.287731831734193e-05,25.0
37,Li6,"(n,Xt)",0.1749288779787007,0.0003867541062612,25.0
40,Li7,"(n,Xt)",0.0667855713797084,0.0001492431994829,25.0
40,Li6,"(n,Xt)",0.9993252775270444,0.0013323951785999,25.0
50,Li6,"(n,Xt)",0.9871834876388308,0.0011047595331741,50.0
50,Li7,"(n,Xt)",0.0459031476857633,9.419572457499212e-05,50.0
47,Li6,"(n,Xt)",0.220367460882864,0.0003283529290257,50.0
47,Li7,"(n,Xt)",0.0118955822679574,1.51123600816833e-05,50.0
60,Li6,"(n,Xt)",0.9767874291822184,0.0010894882160178,75.0
60,Li7,"(n,Xt)",0.0256598607548844,5.053032203545398e-05,75.0
57,Li6,"(n,Xt)",0.2492504607774957,0.0005327590285762,75.0
57,Li7,"(n,Xt)",0.0067700822908864,8.716333921858224e-06,75.0
70,Li6,"(n,Xt)",0.9659069164798154,0.0011190287551391,99.99
70,Li7,"(n,Xt)",0.0060566753923595,1.0482938946285422e-05,99.99
67,Li6,"(n,Xt)",0.2702511830522786,0.0004093704244958,99.99
67,Li7,"(n,Xt)",0.0016289997754698,2.255160576042107e-06,99.99
