cell,nuclide,score,mean,std. dev.,wppm
6,Li6,"(n,Xt)",0.0905993215184989,0.000111386336327,0.0
6,Li7,"(n,Xt)",0.0189228552970284,2.6340189015400237e-05,0.0
10,Li6,"(n,Xt)",1.0561723086348966,0.0010469251804623,0.0
10,Li7,"(n,Xt)",0.0684745405958879,0.0001093939899104,0.0
13,Li6,"(n,Xt)",0.0071023920183044,9.043552966567464e-05,0.0
13,Li7,"(n,Xt)",0.0001282653929297,4.36926401984401e-06,0.0
20,Li6,"(n,Xt)",0.0905089729718617,0.0002016487816091,50.0
20,Li7,"(n,Xt)",0.0187200488350307,2.538341526777965e-05,50.0
23,Li6,"(n,Xt)",1.0575152107508037,0.0013559831408993,50.0
23,Li7,"(n,Xt)",0.067325510267853,0.0001033426416325,50.0
26,Li6,"(n,Xt)",0.0074624040256308,0.00010181411118,50.0
26,Li7,"(n,Xt)",0.0001234195808878,4.048212452602692e-06,50.0
39,Li7,"(n,Xt)",0.0001196252146758,4.4827094191513706e-06,100.0
39,Li6,"(n,Xt)",0.007345952363618,9.828385146675156e-05,100.0
36,Li7,"(n,Xt)",0.066220930346285,0.0001196279187007,100.0
33,Li6,"(n,Xt)",0.0903515970942332,0.0003131270833456,100.0
33,Li7,"(n,Xt)",0.0185004164321512,2.546107207621489e-05,100.0
36,Li6,"(n,Xt)",1.060270388652662,0.0009242777390477,100.0
46,Li6,"(n,Xt)",0.0899682031305017,0.00019333434418,150.0
46,Li7,"(n,Xt)",0.0182732835019624,2.837435025429294e-05,150.0
49,Li6,"(n,Xt)",1.0661319195675505,0.0011532034847776,150.0
49,Li7,"(n,Xt)",0.0649896477850565,0.0001285438085592,150.0
52,Li6,"(n,Xt)",0.007406686460085,8.967712020630542e-05,150.0
52,Li7,"(n,Xt)",0.0001191382642259,4.665913975194075e-06,150.0
65,Li7,"(n,Xt)",0.0001155816056817,2.827689562850925e-06,200.0
62,Li7,"(n,Xt)",0.0635943113017046,0.0001046058785364,200.0
65,Li6,"(n,Xt)",0.0075323966978677,0.0001033883819565,200.0
59,Li7,"(n,Xt)",0.0180231230269776,2.345523116668812e-05,200.0
62,Li6,"(n,Xt)",1.0721339976829558,0.0019316438772754,200.0
59,Li6,"(n,Xt)",0.0898669918701966,0.0002158842754958,200.0
72,Li6,"(n,Xt)",0.089948917529412,0.0001805582617809,250.0
72,Li7,"(n,Xt)",0.017743907558116,2.2976027425036548e-05,250.0
75,Li6,"(n,Xt)",1.0762811713458893,0.0016034625497862,250.0
75,Li7,"(n,Xt)",0.0621158883084386,0.0001299776335735,250.0
78,Li6,"(n,Xt)",0.0075437314425287,0.0001281073723981,250.0
78,Li7,"(n,Xt)",0.0001125419634901,2.796815887840943e-06,250.0
91,Li6,"(n,Xt)",0.007888371897502,8.673026709233419e-05,300.0
88,Li7,"(n,Xt)",0.0605166352924336,0.0001233600382463,300.0
91,Li7,"(n,Xt)",0.0001021357803516,2.734554454223992e-06,300.0
85,Li7,"(n,Xt)",0.0174265514225832,2.0291352483739173e-05,300.0
85,Li6,"(n,Xt)",0.0891322386857075,0.000142911300883,300.0
88,Li6,"(n,Xt)",1.082121210259662,0.0012968093586696,300.0
104,Li6,"(n,Xt)",0.0077718425505026,9.140595837705568e-05,350.0
101,Li7,"(n,Xt)",0.0587773943515984,0.0001324941385632,350.0
104,Li7,"(n,Xt)",0.0001032405469747,1.9847561271168548e-06,350.0
