wppm,mean,std. dev.
0.0,1.2736734631566293,0.0009426979768501659
50.0,1.2746202437518575,0.0011248882733087674
100.0,1.2761019772438646,0.001196987657235182
150.0,1.279171468428785,0.0010795551404345805
200.0,1.2834757275346276,0.0008922764982438519
250.0,1.2853283601936345,0.001223374276801924
300.0,1.2859518146167315,0.0008860818024025559
350.0,1.2892959677805003,0.0011135622926997874
400.0,1.2936320880642656,0.0009565180886658536
450.0,1.2978984314403472,0.0011052519494737737
500.0,1.3006819392076174,0.001141501202072064
550.0,1.3053508556309972,0.0013417151105573667
600.0,1.3101177377128523,0.0014438980862880528
650.0,1.314474612287933,0.0010473254176449204
700.0,1.3201238481511752,0.0014114330639444282
750.0,1.3232069770857693,0.001239774020779982
800.0,1.3291207547233408,0.0008786189736443433
850.0,1.3226409998670783,0.0010862635026475979
900.0,1.3076369734877868,0.001143444633493029
