wppm,mean,std. dev.
0.0,1.2573016345022239,0.0013350961066772265
50.0,1.2600788200139241,0.0013214704426451603
100.0,1.2627097871395652,0.0011751508692764328
150.0,1.2657008780575911,0.0014994262245402873
200.0,1.2663680947261728,0.001128037801199797
250.0,1.2693710995690397,0.0013179439783995114
300.0,1.2714707286462954,0.0009495332942629095
350.0,1.2747375790636613,0.0013849375504966254
400.0,1.2792180397811141,0.0012521060708372389
450.0,1.2826252605102173,0.0015018419486990161
500.0,1.286330867304235,0.001408366095667673
550.0,1.29186678219916,0.001115366142301998
600.0,1.297575667009315,0.001607925840512158
650.0,1.301140135385783,0.000950013133972771
700.0,1.3052756361483027,0.001104226291773591
750.0,1.30909000467388,0.0011236343591958075
800.0,1.314658651873861,0.0010980927539919576
850.0,1.3120005240429615,0.001198899090481297
900.0,1.2972620603463432,0.001052693103828889
