cell,nuclide,score,mean,std. dev.,wppm
6,Li6,"(n,Xt)",0.0906652420326926,0.0001770746128366,0.0
6,Li7,"(n,Xt)",0.0189228583433597,2.672307118799586e-05,0.0
10,Li6,"(n,Xt)",1.0454844734716064,0.0014068726984036,0.0
10,Li7,"(n,Xt)",0.0682260506009656,9.271467921852172e-05,0.0
13,Li6,"(n,Xt)",0.0174257917260958,0.0001675124614302,0.0
13,Li7,"(n,Xt)",0.0003687413607687,8.552710075162928e-06,0.0
20,Li6,"(n,Xt)",0.0904828112902805,0.000223847026463,50.0
20,Li7,"(n,Xt)",0.0187203007933369,2.5281250779927648e-05,50.0
23,Li6,"(n,Xt)",1.04803964094229,0.0011088833592278,50.0
23,Li7,"(n,Xt)",0.0671135381744488,9.517372298021924e-05,50.0
26,Li6,"(n,Xt)",0.0176500828783526,0.0001512229030725,50.0
26,Li7,"(n,Xt)",0.0003608221645763,7.639381340672226e-06,50.0
39,Li7,"(n,Xt)",0.0003442639896342,7.041085358895731e-06,100.0
39,Li6,"(n,Xt)",0.0177803108265119,0.0001149888006011,100.0
36,Li7,"(n,Xt)",0.0660329712476443,0.000110699635519,100.0
33,Li6,"(n,Xt)",0.0903790931768892,0.0002224656286608,100.0
33,Li7,"(n,Xt)",0.0185028359659147,2.6285599506334305e-05,100.0
36,Li6,"(n,Xt)",1.0509663027855851,0.0008901352167699,100.0
46,Li6,"(n,Xt)",0.0898139076677934,0.0001767283460965,150.0
46,Li7,"(n,Xt)",0.0182774271926917,2.8602079190017785e-05,150.0
49,Li6,"(n,Xt)",1.0556335189379482,0.0010265010927716,150.0
49,Li7,"(n,Xt)",0.0647928490598196,0.0001145920211989,150.0
52,Li6,"(n,Xt)",0.0181119817142642,0.0001560716234705,150.0
52,Li7,"(n,Xt)",0.0003311914279376,6.52967987408487e-06,150.0
65,Li7,"(n,Xt)",0.0003179209737748,8.926438469653915e-06,200.0
62,Li7,"(n,Xt)",0.0634049357474335,0.0001025111344818,200.0
65,Li6,"(n,Xt)",0.0182869198001179,0.0001586878025745,200.0
59,Li7,"(n,Xt)",0.0180291393248517,2.5072406942497206e-05,200.0
62,Li6,"(n,Xt)",1.0606295863175428,0.0017094339564314,200.0
59,Li6,"(n,Xt)",0.089759161981248,0.0001445484728913,200.0
72,Li6,"(n,Xt)",0.0899142821594768,0.0001871320936338,250.0
72,Li7,"(n,Xt)",0.0177462165261972,2.4131146692276165e-05,250.0
75,Li6,"(n,Xt)",1.0655268103981073,0.0016492096436768,250.0
75,Li7,"(n,Xt)",0.0619325506298321,0.0001249832498664,250.0
78,Li6,"(n,Xt)",0.0185665294011394,0.0001924718609527,250.0
78,Li7,"(n,Xt)",0.0003106659841023,9.248003643030366e-06,250.0
91,Li6,"(n,Xt)",0.0192354190744493,0.0002179222284053,300.0
88,Li7,"(n,Xt)",0.0603275703724434,0.0001140596913794,300.0
91,Li7,"(n,Xt)",0.0002872840056443,1.1471522976012784e-05,300.0
85,Li7,"(n,Xt)",0.0174274982125509,2.0631779558488877e-05,300.0
85,Li6,"(n,Xt)",0.089238120641036,0.0001899263234901,300.0
88,Li6,"(n,Xt)",1.0700186776461422,0.0012120623399106,300.0
104,Li6,"(n,Xt)",0.019296827695187,0.0001488179675501,350.0
101,Li7,"(n,Xt)",0.0585935083699268,0.0001229896386738,350.0
104,Li7,"(n,Xt)",0.0002718557204733,1.0075008514021091e-05,350.0
98,Li7,"(n,Xt)",0.0170894166227029,2.0338199067405664e-05,350.0
98,Li6,"(n,Xt)",0.0890720723809381,0.0001290547457197,350.0
