enrichment,mean,std. dev.
0.01,0.4178329196276777,0.0003833465908030902
7.5,1.2310945389338255,0.0014968610395257717
15.0,1.2707704375586386,0.0013695134367978524
25.0,1.2874806133693006,0.0011235086726385096
50.0,1.2958292736932655,0.0008917911286190229
75.0,1.289692630946906,0.0009981761690516955
99.99,1.2774910773012662,0.0010335833948744413
