cell,nuclide,score,mean,std. dev.
20,Li6,"(n,Xt)",0.9916188656627911,0.0012859830843582611
20,Li7,"(n,Xt)",0.08407305350312153,0.00020616395643565315
17,Li6,"(n,Xt)",0.08991904722294065,0.00020594645720259732
17,Li7,"(n,Xt)",0.019491347401713283,2.517223206711853e-05
