enrichment,bare,22_slry_0_mlt_0.5_ref_0_pp.csv,22_slry_0_mlt_1.5_ref_0_pp.csv,22_slry_0_mlt_1_ref_0_pp.csv,22_slry_0_mlt_2_ref_0_pp.csv
0.01,0.000474573,0.0006103401291068,0.0005256082705151,0.0005297876991859,0.0004330821376467
7.5,0.000587528,0.0011485987930749,0.0012500330097352,0.0011922996606709,0.0010229499464148
15.0,0.001251596,0.0007638766569202,0.0017741519057793,0.0013053722802278,0.0011441422779914
25.0,0.001272486,0.0008026301735776,0.0013808790584802,0.0010718196548238,0.0009437298502875
50.0,0.001310144,0.001158708522906,0.001452942124948,0.001095856977651,0.0011902446389445
75.0,0.00113424,0.0014316892580282,0.000909902051088,0.0010707300048013,0.0012612477261903
99.99,0.001036591,0.0016575263635279,0.0008238150343052,0.0012306032779576,0.0011045753864302
