enrichment,mean,std. dev.
0.01,1.1125301565917738,0.0011170055649418365
7.5,1.1125301565917718,0.0011170055649521635
15.0,1.1125301565917725,0.0011170055649300148
25.0,1.112530156591778,0.0011170055649467887
50.0,1.112530156591778,0.0011170055649689459
75.0,1.1125301565917836,0.0011170055649411253
99.99,1.1125301565917742,0.0011170055649467126
