enrichment,bare,24_slry_0_mlt_0_ref_0.5_pp.csv,24_slry_0_mlt_0_ref_1.5_pp.csv,24_slry_0_mlt_0_ref_1_pp.csv,24_slry_0_mlt_0_ref_2_pp.csv
0.01,0.428365167,0.4289703025206278,0.4303892834064478,0.4298163856998562,0.4309372410672946
7.5,1.176862447,1.1768044309917225,1.1769375003582718,1.1769167235131397,1.1769719735609092
15.0,1.209729528,1.2097824853009984,1.2097408922171098,1.2097527570852364,1.2097744713312506
25.0,1.223575556,1.2235291146273608,1.223577543964161,1.223574137539642,1.223602974571862
50.0,1.220874813,1.220869174982638,1.2208627859460608,1.2208922279355707,1.2208846868537515
75.0,1.206134367,1.2061578640560762,1.206196142760413,1.2061836291073966,1.2061832163549633
99.99,1.189121384,1.1891155734957406,1.189104928456368,1.189136803582186,1.1891112150304906
