cell,nuclide,score,mean,std. dev.
70,Li6,"(n,Xt)",1.028175738561806,0.0011319440404871579
70,Li7,"(n,Xt)",7.875124456910748e-06,1.3716994397849436e-08
67,Li6,"(n,Xt)",0.20496542493551112,0.00040092393123897875
67,Li7,"(n,Xt)",1.9294232666852408e-06,1.6406193848778942e-09
