cell,nuclide,score,mean,std. dev.
40,Li6,"(n,Xt)",0.9893459006367671,0.0014231862950951795
40,Li7,"(n,Xt)",0.07078797634049656,0.00012087770967367558
37,Li6,"(n,Xt)",0.16236758393729067,0.00036814888525536787
37,Li7,"(n,Xt)",0.017876518474826474,2.8013280011725586e-05
