gap_10_pp.csv,gap_15_pp.csv,gap_20_pp.csv,gap_30_pp.csv,gap_40_pp.csv,gap_50_pp.csv,gap_5_pp.csv,gap_60_pp.csv,gap_70_pp.csv,gap_80_pp.csv,gap_90_pp.csv
1.2473042570978126,1.2443514030460925,1.2425586513856457,1.241776728252817,1.2414266084476695,1.2402419622969605,1.25104194514807,1.2400540382387837,1.2408920258228002,1.239200935165496,1.2393203469606515
1.2498432034486036,1.2479963703735537,1.2450479943958666,1.2425522347806257,1.2428173459032548,1.2424947807182944,1.2553537362757006,1.2416612528158342,1.241120888874561,1.2393288558899027,1.2399420146324254
1.2524364003880943,1.2496972662982129,1.2492637190066724,1.2459035245295018,1.2444162672685846,1.24361784404632,1.25696034850493,1.2431430044135063,1.2422443279913655,1.2417113801986082,1.2428409898660766
1.253912856238962,1.2534247789087645,1.2522945953189748,1.2507132021041152,1.2482497420845624,1.2466015351141584,1.2593743153886814,1.246198150589414,1.2464131199730766,1.2454263492457958,1.2459722478921575
1.254637163258005,1.2552385564649275,1.2541383798101484,1.2521476481411458,1.2516281251032797,1.2507525450751318,1.26231838267987,1.2499234034708555,1.2503806503417858,1.249162922697509,1.2495992906294495
1.260098112175832,1.258802565234275,1.2573093064722245,1.2552251096243972,1.2539895652723574,1.253024771655599,1.264828516428631,1.2531905334556874,1.253148706041153,1.2528502031146378,1.2531551777159535
1.261602083863613,1.2617841472292313,1.2590776892016735,1.2587485693930782,1.2580650004111913,1.2563817089997988,1.266955412924557,1.2560457278101922,1.2566528561278174,1.2561965201787886,1.2567468852135382
1.2652177838983938,1.2645552941220075,1.2616825658466708,1.2607763570935966,1.2601701973839057,1.259291501134279,1.2702987653281586,1.259193347386859,1.258537755012083,1.2577266544964671,1.2600426261061013
1.2709120064619974,1.2695763198692864,1.2676340621603068,1.2670311171747135,1.2643910798130915,1.263482548008157,1.2719384587352962,1.2632841483100787,1.2627906860506182,1.2619080949672126,1.2625096523174444
1.2721950551778638,1.2729121958376517,1.2701896573747704,1.2686464522920156,1.269506939262088,1.268474191141106,1.2749346233441827,1.26876426611724,1.268112839601116,1.268575191796863,1.26782989956998
1.2757137964513583,1.276171737821968,1.273947576912729,1.2736667476558308,1.272925497173002,1.2718118895044808,1.2761023254163166,1.2716968945491396,1.2716244534670724,1.272564550019876,1.271662975847818
1.2801413925420604,1.2786235907128425,1.2780179358965895,1.2785678856984457,1.2767667976506325,1.2762598097295044,1.2820041888771387,1.2766539176121758,1.277011200186457,1.2756172861057862,1.2766242480902714
1.2832457654636291,1.283241609784038,1.282754002793051,1.280808939979016,1.2802516513963678,1.281540152274148,1.2839448865552925,1.2817777121415788,1.2820676630287606,1.2801920987087625,1.2805343962937423
1.286840347126629,1.2868769690295656,1.286432419107984,1.2862990762153026,1.286763844968583,1.2871087482999852,1.2883013127595695,1.287175901248658,1.2872743203608352,1.2859086377322966,1.28745947771006
1.2896775974992871,1.290277875559105,1.288897973868449,1.2912854773621325,1.2924657897218337,1.291004847558732,1.292261676349971,1.2909570966537631,1.290890609659532,1.290112834527119,1.2916921989773418
1.2939778216952706,1.2931925946145837,1.2938800950078422,1.294861488289475,1.2947980710489209,1.2950621049497817,1.2895538310001886,1.2948056240716637,1.2940194189833254,1.2952811844558418,1.2949373310925625
1.2927433045631525,1.29386859833712,1.2953497470121933,1.2957897438226418,1.2961804060442244,1.2960184592157604,1.29049352288153,1.2962039579533824,1.2953646906877387,1.2958374986131882,1.2959311053517868
1.2853180319025168,1.2855847207757836,1.2896508730677954,1.2898512761856775,1.2916276368595516,1.2919543959969673,1.282958651606802,1.2927704172805448,1.292053709493438,1.2924698576375928,1.291791149526004
1.2585387759634084,1.263159104823482,1.2653626280538726,1.2668914787566297,1.266412233583332,1.2688300288676742,1.2589023460937376,1.2679521466356891,1.2679877047661476,1.2672403315480445,1.2686795576244134
