wppm,mean,std. dev.
0.0,1.2443514030460925,0.0010170107601924759
50.0,1.2479963703735537,0.0012619456613623958
100.0,1.2496972662982127,0.0009886236208103809
150.0,1.2534247789087645,0.0011995853114297724
200.0,1.2552385564649275,0.0013071839989347168
250.0,1.258802565234275,0.0012654431743373445
300.0,1.2617841472292313,0.001277359955349178
350.0,1.2645552941220077,0.0008448420464090174
400.0,1.2695763198692864,0.00114131904824901
450.0,1.2729121958376517,0.0011998359168114811
500.0,1.2761717378219681,0.0011191477462067529
550.0,1.2786235907128423,0.0012200162910706515
600.0,1.283241609784038,0.0013011811874260417
650.0,1.2868769690295656,0.0011076887523446006
700.0,1.290277875559105,0.00093384322875296
750.0,1.2931925946145835,0.0013665083472254116
800.0,1.2938685983371199,0.0014028859082086194
850.0,1.2855847207757836,0.0013345656451977518
900.0,1.263159104823482,0.0007858040468206685
