wppm,mean,std. dev.
0.0,1.241776728252817,0.0016365884858217119
50.0,1.2425522347806257,0.0015137473341689843
100.0,1.2459035245295018,0.0013559811336460838
150.0,1.2507132021041152,0.0016413539711668784
200.0,1.2521476481411458,0.001490371871267667
250.0,1.2552251096243972,0.0015657438219235527
300.0,1.2587485693930782,0.0011034837371813823
350.0,1.2607763570935966,0.0008741404374752343
400.0,1.2670311171747135,0.0009999665572350607
450.0,1.2686464522920156,0.0013231488447455482
500.0,1.2736667476558308,0.0016004162993008277
550.0,1.2785678856984455,0.001041385569130668
600.0,1.280808939979016,0.0015315734514748497
650.0,1.2862990762153026,0.0010878479679434507
700.0,1.2912854773621323,0.0010832268480691167
750.0,1.294861488289475,0.000894449991941562
800.0,1.2957897438226418,0.0015043482379864153
850.0,1.2898512761856775,0.0012006764067982287
900.0,1.2668914787566297,0.0011966407691502176
