cell,nuclide,score,mean,std. dev.
20,Li6,"(n,Xt)",1.1547410398988203,0.0008992034571745414
20,Li7,"(n,Xt)",0.035594950600888256,0.00010788557375682778
17,Li6,"(n,Xt)",0.12189413255636292,0.0001968344495026295
17,Li7,"(n,Xt)",0.018411760266467257,2.2631702832817347e-05
