cell,nuclide,score,mean,std. dev.
80,Li6,"(n,Xt)",1.0158142717499767,0.0015613285302116364
80,Li7,"(n,Xt)",0.0628598351333232,0.00011231820497140808
77,Li6,"(n,Xt)",0.14829622057730754,0.0002730098482917045
77,Li7,"(n,Xt)",0.018138470523729012,2.4980414712902828e-05
