cell,nuclide,score,mean,std. dev.
60,Li6,"(n,Xt)",0.9889845504717572,0.0014301607568170086
60,Li7,"(n,Xt)",0.03661393717945747,7.193591247290256e-05
57,Li6,"(n,Xt)",0.18655178349894472,0.00025290935308982507
57,Li7,"(n,Xt)",0.009328834023591482,1.2865407905399919e-05
