cell,nuclide,score,mean,std. dev.,wppm
6,Li6,"(n,Xt)",0.0813108002326257,0.0001818336029582,0.0
6,Li7,"(n,Xt)",0.0191818105587668,2.1967409861556662e-05,0.0
10,Li6,"(n,Xt)",0.2012406940612131,0.0004251842191677,0.0
10,Li7,"(n,Xt)",0.0270529770056742,3.476713742305723e-05,0.0
13,Li6,"(n,Xt)",0.8074358293080909,0.0007855363440895,0.0
13,Li7,"(n,Xt)",0.0527648417910877,7.668402920959568e-05,0.0
20,Li6,"(n,Xt)",0.0813487374008263,0.0001738370523368,50.0
20,Li7,"(n,Xt)",0.0189776586856069,2.1820425375564943e-05,50.0
23,Li6,"(n,Xt)",0.2011701552245687,0.0004732566487065,50.0
23,Li7,"(n,Xt)",0.0267119545304625,3.8712163223585335e-05,50.0
26,Li6,"(n,Xt)",0.8118222481461499,0.0013628538072717,50.0
26,Li7,"(n,Xt)",0.0518816131432235,9.754586805399372e-05,50.0
