cell,nuclide,score,mean,std. dev.,wppm
6,Li6,"(n,Xt)",0.0770268430587856,0.0001384696555374,0.0
6,Li7,"(n,Xt)",0.0192439063140094,2.534370480772813e-05,0.0
10,Li6,"(n,Xt)",0.8897624932935708,0.0009228092793098,0.0
10,Li7,"(n,Xt)",0.0837627680184576,0.00010704917141,0.0
13,Li6,"(n,Xt)",0.1015311009750277,0.0006104191818081,0.0
13,Li7,"(n,Xt)",0.0029514239874942,2.0978533425322103e-05,0.0
20,Li6,"(n,Xt)",0.0772931162348679,0.0001480519374293,50.0
20,Li7,"(n,Xt)",0.0190421079557745,2.379255529522581e-05,50.0
23,Li6,"(n,Xt)",0.8943511804510846,0.0008696585979709,50.0
23,Li7,"(n,Xt)",0.0824806262208783,0.0001091909597125,50.0
26,Li6,"(n,Xt)",0.1031651086072708,0.0005581237817568,50.0
26,Li7,"(n,Xt)",0.0028778995492081,2.930253601922524e-05,50.0
