cell,nuclide,score,mean,std. dev.,wppm
6,Li6,"(n,Xt)",0.0776859922106895,0.0002158569971065,0.0
6,Li7,"(n,Xt)",0.0192414975124514,2.4410786011396745e-05,0.0
10,Li6,"(n,Xt)",0.6319103848176869,0.0005546925302885,0.0
10,Li7,"(n,Xt)",0.0691433458116431,9.138335452182694e-05,0.0
13,Li6,"(n,Xt)",0.364503188493849,0.0006106169472401,0.0
13,Li7,"(n,Xt)",0.0156512084381828,5.666113981473976e-05,0.0
20,Li6,"(n,Xt)",0.07771850683584,0.0001103138446574,50.0
20,Li7,"(n,Xt)",0.0190421377128609,2.389829901198996e-05,50.0
23,Li6,"(n,Xt)",0.6330621400852872,0.0006298135985423,50.0
23,Li7,"(n,Xt)",0.0681614516008389,9.050922652759435e-05,50.0
26,Li6,"(n,Xt)",0.3676339252452748,0.0009803051651791,50.0
26,Li7,"(n,Xt)",0.0153438782781019,5.042943265632836e-05,50.0
