cell,nuclide,score,mean,std. dev.,wppm
6,Li6,"(n,Xt)",0.0770339852070642,0.0001794897028023,0.0
6,Li7,"(n,Xt)",0.0192413433150477,2.329017703524906e-05,0.0
10,Li6,"(n,Xt)",0.9807925365279896,0.0007553161071931,0.0
10,Li7,"(n,Xt)",0.0868225062999291,0.000129009350516,0.0
13,Li6,"(n,Xt)",0.0096788886665092,0.0001321096609194,0.0
13,Li7,"(n,Xt)",0.0001882481282606,6.1022172819789805e-06,0.0
20,Li6,"(n,Xt)",0.0771980677253951,7.776502279315461e-05,50.0
20,Li7,"(n,Xt)",0.0190405993427029,2.1859691342798552e-05,50.0
23,Li6,"(n,Xt)",0.9870526943441822,0.0014241957677732,50.0
23,Li7,"(n,Xt)",0.0854514499530589,0.00013296967214,50.0
26,Li6,"(n,Xt)",0.0097818001575994,0.0001588342205833,50.0
26,Li7,"(n,Xt)",0.0001789828232951,7.01898647863163e-06,50.0
