cell,nuclide,score,mean,std. dev.
10,Li6,"(n,Xt)",0.9110151544564683,0.0017342823733025225
10,Li7,"(n,Xt)",0.09473300252755897,0.00021265991700899952
6,Li6,"(n,Xt)",0.07324291049091894,0.00022155968781354727
6,Li7,"(n,Xt)",0.024986108295953123,4.150591419748231e-05
