cell,nuclide,score,mean,std. dev.
50,Li6,"(n,Xt)",0.9940061607562495,0.013766209881876636
50,Li7,"(n,Xt)",0.046149874467310704,0.0007978892508483076
47,Li6,"(n,Xt)",0.1547550303959923,0.004334824118482832
47,Li7,"(n,Xt)",0.010283083106487557,9.819578764874316e-05
