cell,nuclide,score,mean,std. dev.
50,Li6,"(n,Xt)",1.0074533521869273,0.0012620796170828713
50,Li7,"(n,Xt)",0.04499786931465717,5.8292410422932656e-05
47,Li6,"(n,Xt)",0.16033865761548188,0.00038961002933538105
47,Li7,"(n,Xt)",0.010324104057532524,9.794452075996373e-06
