enrichment,bare,11_slry_1000_mlt_0.2_ref_0_pp.csv,11_slry_1000_mlt_0.4_ref_0_pp.csv,11_slry_1000_mlt_0.6_ref_0_pp.csv,11_slry_1000_mlt_0.8_ref_0_pp.csv,11_slry_1000_mlt_1_ref_0_pp.csv,11_slry_100_mlt_0.2_ref_0_pp.csv,11_slry_100_mlt_0.4_ref_0_pp.csv,11_slry_100_mlt_0.6_ref_0_pp.csv,11_slry_100_mlt_0.8_ref_0_pp.csv,11_slry_100_mlt_1_ref_0_pp.csv,11_slry_150_mlt_0.2_ref_0_pp.csv,11_slry_150_mlt_0.4_ref_0_pp.csv,11_slry_150_mlt_0.6_ref_0_pp.csv,11_slry_150_mlt_0.8_ref_0_pp.csv,11_slry_150_mlt_1_ref_0_pp.csv,11_slry_200_mlt_0.2_ref_0_pp.csv,11_slry_200_mlt_0.4_ref_0_pp.csv,11_slry_200_mlt_0.6_ref_0_pp.csv,11_slry_200_mlt_0.8_ref_0_pp.csv,11_slry_200_mlt_1_ref_0_pp.csv,11_slry_250_mlt_0.2_ref_0_pp.csv,11_slry_250_mlt_0.4_ref_0_pp.csv,11_slry_250_mlt_0.6_ref_0_pp.csv,11_slry_250_mlt_0.8_ref_0_pp.csv,11_slry_250_mlt_1_ref_0_pp.csv,11_slry_50_mlt_0.2_ref_0_pp.csv,11_slry_50_mlt_0.4_ref_0_pp.csv,11_slry_50_mlt_0.6_ref_0_pp.csv,11_slry_50_mlt_0.8_ref_0_pp.csv,11_slry_50_mlt_1_ref_0_pp.csv
0.01,0.000474573,0.0,0.0,0.0,0.0,0.0,0.0005374313318855,0.0003629879351627,0.0005220598672349,0.0005220764320259,0.0004661458337971,0.0003774388619001,0.0006228884273469,0.0002624818028163,0.0005758802832266,0.0005490402389585,0.000386242099735,0.0004687940780658,0.0005824160269716,0.0005607794093528,0.0006877822665083,0.0004426528240617,0.0005463119077002,0.0006964264243728,0.0005318457195979,0.0003909029267483,0.0002599362509328,0.0004728517128529,0.0004503658367399,0.0004540860262978,0.0003206512784919
7.5,0.000587528,0.0,0.0,0.0,0.0,0.0,0.0013733799980568,0.0008294131550961,0.0010298796215766,0.0007170538042026,0.0009615183197539,0.0014372956577842,0.000933556492046,0.0011989922180285,0.0012046886788501,0.0011480110205567,0.0013477762417423,0.0006048118852308,0.0015230002155445,0.0007672353154094,0.0009214346913199,0.0018292895807215,0.0013555382640749,0.0017483919892872,0.00135333654117,0.0012042765383005,0.0008894180376541,0.0008864913964807,0.0007046904800834,0.0007907251656048,0.000831280297152
15.0,0.001251596,0.0,0.0,0.0,0.0,0.0,0.0012973533528728,0.0010629165428401,0.0013837542721496,0.0013407886376546,0.001117814393721,0.0018302509897501,0.0009604177181409,0.0012247276107384,0.0010020238815506,0.0010997755209459,0.0011993471732551,0.0010368834916602,0.0011315651042094,0.0010621964160179,0.0006090664362342,0.0013000248864219,0.0009917095887255,0.0017081454902547,0.0016125215190665,0.0009770777861291,0.0012821972688214,0.000565207826393,0.0008625741358915,0.0012262992189308,0.0015978925919467
25.0,0.001272486,0.0,0.0,0.0,0.0,0.0,0.0014018535989755,0.0009398789412833,0.0008683089372537,0.0012160822598075,0.0012143999714156,0.0011260010098187,0.0010437322969156,0.0012370744901917,0.0010664551040661,0.0010262101393356,0.0008734714940031,0.0011693369181982,0.0009276897714348,0.0010461237210528,0.0012985258310125,0.0015663698150534,0.0012868096651663,0.0010915174401667,0.0013439649641279,0.0018952829684711,0.0013706221660235,0.001211281877256,0.0011495148632264,0.0010499029405797,0.001416424914975
50.0,0.001310144,0.0,0.0,0.0,0.0,0.0,0.0010750408366595,0.0011021644261385,0.0011650275197215,0.0012249087351506,0.0011424387564178,0.0013081073621997,0.001017290837828,0.0014590663603363,0.0010981677140752,0.0011742819574999,0.0011804614343809,0.0009741759996477,0.0010167678835729,0.0010198371451633,0.0013101080100147,0.0012633329251109,0.0013573581590253,0.0009463779724441,0.000915333992668,0.0013665811237241,0.0012834920801074,0.0012429765109009,0.0011146459044028,0.0008925085452608,0.0014870109859812
75.0,0.00113424,0.0,0.0,0.0,0.0,0.0,0.0013774971597532,0.0010661939279179,0.0012139198185866,0.0016759755674011,0.0014498252139787,0.0016261577074526,0.0013740508575471,0.001595468886098,0.0016783733548368,0.0018360996790949,0.0017377251666031,0.0015589410530444,0.0017340644911843,0.0018518896480173,0.0015626496464856,0.0010721385988193,0.0012632393566243,0.0011407181691279,0.0011959463874161,0.0017558043559037,0.0014606909756129,0.0010671964046164,0.0012891167581847,0.0016048214393429,0.0014118905019255
99.99,0.001036591,0.0,0.0,0.0,0.0,0.0,0.0009947550304035,0.0011154929780507,0.0011815287820899,0.0015043368218605,0.0014900401588408,0.0009033193596061,0.000894487561129,0.0010575950414725,0.001252147846591,0.0014635573213181,0.001025690934499,0.0009612396745442,0.0010038838544894,0.0009831450618624,0.0009536805944797,0.0010352096306479,0.001095848922571,0.0010243059399441,0.0008528871847983,0.0010766568764049,0.0011272792853288,0.0009355168444872,0.00119545875527,0.0015129958551042,0.0014084196856637
