cell,nuclide,score,mean,std. dev.
6,Li6,"(n,Xt)",0.0806328713934654,0.000147343098923634
6,Li7,"(n,Xt)",0.019245547571790894,2.5021996163979017e-05
10,Li6,"(n,Xt)",0.4332844456033723,0.00032733977419570115
10,Li7,"(n,Xt)",0.04700036982586697,4.995947579446181e-05
13,Li6,"(n,Xt)",0.6049325322491308,0.000804144564319254
13,Li7,"(n,Xt)",0.033365925912003616,6.619185168492178e-05
