wppm,mean,std. dev.
0.0,1.3371098166932172,0.0014424918670826441
50.0,1.3374808126011721,0.001255407447894219
100.0,1.3386136351345286,0.0015011013801189599
150.0,1.336831751806179,0.0013227056199286691
200.0,1.3373960243329934,0.0014243749460076736
250.0,1.335552732124863,0.0014311173671842207
300.0,1.3344942782036804,0.0012679202194874157
350.0,1.3360657295363008,0.0016730854183458956
400.0,1.332528058519587,0.0010294760430999623
450.0,1.329867225751994,0.0012924755167209193
500.0,1.3277197635570592,0.000914141196754651
550.0,1.3271344552644913,0.0013454872101690014
600.0,1.3231010778600916,0.000992004767990806
650.0,1.3187720081542462,0.0012348348681565397
700.0,1.3110225727570153,0.0010936856926922873
750.0,1.301979939416316,0.0010073908201884065
800.0,1.2831303406035157,0.0014824748517455893
850.0,1.2558536952305885,0.0015102505415634303
900.0,1.2007428135158391,0.0011473797948393255
