wppm,mean,std. dev.
0.0,1.3411506536801607,0.0012949617626194147
50.0,1.3399222570244371,0.0015702672775501892
100.0,1.3391926891895156,0.0015577557237877774
150.0,1.3397281732473991,0.0015692053583619614
200.0,1.3406068712444068,0.0013216680704301192
250.0,1.3398527232861384,0.0014972474507547507
300.0,1.33768053951769,0.000950153740268115
350.0,1.3380474159565745,0.0014564641972669714
400.0,1.3370561994350088,0.0010589970514823083
450.0,1.3333681083092528,0.0013564869071498093
500.0,1.3294855634771898,0.0014319668348544198
550.0,1.3266682365249138,0.0016017323517580778
600.0,1.323556996576038,0.0012013069481911275
650.0,1.3162419818252962,0.001363577880302636
700.0,1.3095981082674357,0.0011427935368253522
750.0,1.297611735194441,0.001382083279996557
800.0,1.2801434955879714,0.0014337204321690357
850.0,1.2502957376118589,0.0016111852589396232
900.0,1.1956569377511972,0.0011151245816965287
