cell,nuclide,score,mean,std. dev.,wppm
10,Li6,"(n,Xt)",0.8128386595992797,0.0008613837148386,0.0
10,Li7,"(n,Xt)",0.0357253742560755,0.000104072157138,0.0
6,Li6,"(n,Xt)",0.4718347089849782,0.0009608918608153,0.0
6,Li7,"(n,Xt)",0.0207519108398272,2.828215665024004e-05,0.0
20,Li6,"(n,Xt)",0.8137913118816172,0.0013159950556331,50.0
20,Li7,"(n,Xt)",0.0352288403911447,0.0001192876331302,50.0
17,Li6,"(n,Xt)",0.4703666674460421,0.0008479507877569,50.0
17,Li7,"(n,Xt)",0.020535437305633,2.5421617154785826e-05,50.0
27,Li7,"(n,Xt)",0.0202961317559155,2.8028538768359e-05,100.0
27,Li6,"(n,Xt)",0.4698156307690822,0.0011985892370695,100.0
30,Li6,"(n,Xt)",0.8143666146450407,0.0009873307688265,100.0
30,Li7,"(n,Xt)",0.0347143120194771,0.0001199128421718,100.0
37,Li7,"(n,Xt)",0.0200455619649908,2.5485008300554336e-05,150.0
40,Li6,"(n,Xt)",0.8145598669421774,0.0013457291355391,150.0
40,Li7,"(n,Xt)",0.0341085829234022,0.0001192520750741,150.0
37,Li6,"(n,Xt)",0.4710141614168286,0.0007978395875209,150.0
47,Li7,"(n,Xt)",0.0197863153019355,2.500782824812781e-05,200.0
47,Li6,"(n,Xt)",0.4705122461743333,0.0005778319134856,200.0
50,Li6,"(n,Xt)",0.8168420420909019,0.0011810939311667,200.0
50,Li7,"(n,Xt)",0.033466267677236,0.0001315617818348,200.0
60,Li6,"(n,Xt)",0.8174403902707523,0.0012444724748575,250.0
60,Li7,"(n,Xt)",0.0327292326608307,0.0001242585865252,250.0
57,Li6,"(n,Xt)",0.470217324378219,0.0008227370738986,250.0
57,Li7,"(n,Xt)",0.0194657759763364,2.648960213325362e-05,250.0
67,Li7,"(n,Xt)",0.019135042660304,2.3327118756688415e-05,300.0
67,Li6,"(n,Xt)",0.4685712002642452,0.0006620864780791,300.0
70,Li6,"(n,Xt)",0.8180636798547158,0.0006720850820635,300.0
70,Li7,"(n,Xt)",0.0319106167384249,0.0001104133764021,300.0
80,Li6,"(n,Xt)",0.819787424053605,0.0013667178731052,350.0
80,Li7,"(n,Xt)",0.0309957543903937,9.762056748299814e-05,350.0
77,Li6,"(n,Xt)",0.4684982713997686,0.0004932289192598,350.0
77,Li7,"(n,Xt)",0.0187659661128072,2.378384463094876e-05,350.0
87,Li6,"(n,Xt)",0.46761293621032,0.000541458263294,400.0
90,Li6,"(n,Xt)",0.8210550866575019,0.0009062817856052,400.0
90,Li7,"(n,Xt)",0.0300492456148469,8.04298244199667e-05,400.0
87,Li7,"(n,Xt)",0.0183389309523398,2.195615136793588e-05,400.0
