wppm,mean,std. dev.
0.0,1.3419061765161548,0.0017434600260465046
50.0,1.3401575048283598,0.0012324728955083683
100.0,1.338307403363803,0.0014034145822936271
150.0,1.338546214995302,0.0019080352432969282
200.0,1.337666845357456,0.0019424937174349745
250.0,1.3345935318533793,0.0010616771088301459
300.0,1.3324837819833546,0.0011906742850127901
350.0,1.330827719126717,0.0012579146917131908
400.0,1.3293677912774482,0.0012831542259933903
450.0,1.32677907847393,0.0011775785506012593
500.0,1.3221808198634712,0.000995247760255827
550.0,1.3175492266577404,0.0014121928398206289
600.0,1.3148156600937877,0.001158142978313919
650.0,1.3068796582749267,0.0010103155754753452
700.0,1.2973042717157137,0.0014499806876017566
750.0,1.2846018454885193,0.0017579890876069971
800.0,1.2660560780443195,0.001208621415338741
850.0,1.2345844571896911,0.001130335428201578
900.0,1.1765212527101352,0.001324307967836485
