mlt_0.5_pp.csv,mlt_1.5_pp.csv,mlt_10.5_pp.csv,mlt_10_pp.csv,mlt_11.5_pp.csv,mlt_11_pp.csv,mlt_12_pp.csv,mlt_1_pp.csv,mlt_2.5_pp.csv,mlt_2_pp.csv,mlt_3.5_pp.csv,mlt_3_pp.csv,mlt_4.5_pp.csv,mlt_4_pp.csv,mlt_5.5_pp.csv,mlt_5_pp.csv,mlt_6.5_pp.csv,mlt_6_pp.csv,mlt_7.5_pp.csv,mlt_7_pp.csv,mlt_8.5_pp.csv,mlt_8_pp.csv,mlt_9.5_pp.csv,mlt_9_pp.csv
0.0011304283829062,0.0009443678653166,0.0017615875810561,0.0014879042435681,0.001665805720242,0.0016362434559289,0.0017434600260465,0.0011417097750596,0.0007865226511444,0.0008583731762177,0.0012819193785116,0.0009597589713506,0.0011513314513572,0.0012152415637723,0.0011147583908428,0.0010852541013857,0.0011820925782675,0.0015282034832906,0.0013051274062738,0.0009445173540546,0.0014424918670826,0.001122557365898,0.0012949617626194,0.0010789864309345
0.0008510693746455,0.0008404255198749,0.0016735313577394,0.0013414767788091,0.0013576357280388,0.001669895261217,0.0012324728955083,0.0008312802971744,0.0007541346241833,0.000647266010409,0.0009116912962958,0.0012540813942372,0.0012630525962395,0.0011832059366178,0.0012105992466988,0.0017689648621822,0.0013012685090511,0.001273203310283,0.0009361851822038,0.0012201017964261,0.0012554074478942,0.0014738415841904,0.0015702672775501,0.0009873801775213
0.0007630521267939,0.0008986269406989,0.0019799761602569,0.0014415914253396,0.0016309601977606,0.0012554482514316,0.0014034145822936,0.0009615183197861,0.0007737175457053,0.0008940700375972,0.0006719307709036,0.000813838217123,0.0013492271766554,0.0009387018144165,0.0015487109936382,0.0016104862099085,0.0012358222052732,0.0007599679687187,0.0011188859440531,0.0010460920977182,0.0015011013801189,0.0012641005707671,0.0015577557237877,0.000860581939587
0.00103626046001,0.0007302987519845,0.001795030513073,0.0015501977827936,0.0014332205799541,0.0012240151141002,0.0019080352432969,0.0011480110205889,0.0007727756895071,0.0009482420328526,0.0013268161694052,0.0014550113287089,0.0011406625904071,0.0008943900663269,0.0009079405745919,0.0013393571414774,0.0014171996703112,0.0013037210161599,0.0014044558876674,0.001392162796693,0.0013227056199286,0.0013855781454496,0.0015692053583619,0.0011538977329712
0.0013064320639621,0.0016173926490024,0.0015323324101804,0.0014352812006806,0.0015539351869754,0.0014010954394222,0.0019424937174349,0.0009214346913062,0.0013934182560217,0.0012270469407351,0.0014747155199411,0.0012380225512783,0.00115840775475,0.0007452063332281,0.001167419179572,0.001330187144871,0.0012022483736459,0.0015403797038002,0.0013191557708447,0.0011915108324309,0.0014243749460076,0.0015481360136662,0.0013216680704301,0.0012403181094861
0.0010425240980645,0.0018381227567147,0.0014462826703983,0.0013293639131531,0.0018083102721804,0.001368306544424,0.0010616771088301,0.0012042765383314,0.0011961848953517,0.0016605759240238,0.0017338112380074,0.0012681341311442,0.0013261004451086,0.0009318994062343,0.0008258276841615,0.0008009874349583,0.0015068983505548,0.0013093820231518,0.0009518530878078,0.0013022378936117,0.0014311173671842,0.0014090616055736,0.0014972474507547,0.0011727049486591
0.0007381338356299,0.0009500699759481,0.0014663144332147,0.0015917486387456,0.0012874285735523,0.0014612868572459,0.0011906742850127,0.0010176173744322,0.0011950191764626,0.0009463496450236,0.0012974927079941,0.0013370346109875,0.0010826078080367,0.0007938503924159,0.0009194922526247,0.000857617421944,0.0013745525440854,0.0020314347120708,0.0013589157706759,0.0011450785058064,0.0012679202194874,0.0014367598614755,0.0009501537402681,0.0013180279566598
0.00128269041093,0.0008805512521974,0.0014034983472269,0.0012623360969774,0.0012457612461852,0.0011385062029048,0.0012579146917131,0.0010079115578528,0.0010718221586433,0.0015891886473305,0.0012513127626716,0.0012424097459263,0.0012214518069793,0.0012406265421704,0.0012570105690985,0.001086760573746,0.0013892044700108,0.0018585827397182,0.0012129288672306,0.0013963795225126,0.0016730854183458,0.001672843483912,0.0014564641972669,0.0016235394552626
0.0009489931887382,0.0009092027714962,0.0012554489620124,0.0012347661411992,0.0010956570977197,0.0017002801274211,0.0012831542259933,0.0009043989339414,0.0008354540119863,0.0009941160344024,0.0009266088202644,0.0012097081736632,0.0010344449059692,0.0015172911688552,0.0013490478786527,0.0014152097662297,0.0015621647801017,0.0014729913406943,0.0017149350440248,0.0013104450245811,0.0010294760430999,0.0015010481232038,0.0010589970514823,0.0013066598170769
0.0013304572883227,0.0009572032652804,0.0014058363383646,0.0015346249909759,0.0016964026482488,0.0015705283695122,0.0011775785506012,0.0011810644793628,0.0009592771761166,0.0006715279373915,0.0009207998309923,0.0007981019265858,0.0011015859324151,0.0008329017977984,0.0011192208455219,0.0014055872956352,0.0012969587011912,0.0009709200266657,0.0009811521064694,0.0011795896123645,0.0012924755167209,0.001512609489736,0.0013564869071498,0.0015734084049487
0.0007028147123714,0.0007972201846285,0.0013612451357212,0.0012695685839095,0.0011804520358851,0.0011139133707109,0.0009952477602558,0.0010841802169342,0.0008287991078203,0.001347695845828,0.0011916480573087,0.0013587013807858,0.000998475722548,0.0009911055586888,0.001301841412547,0.0008134739344479,0.0012787031223016,0.0011633423840056,0.0010037375039806,0.0012301399326905,0.0009141411967546,0.0012698798504472,0.0014319668348544,0.001255570247102
0.0010864539878498,0.0007409707112554,0.0016887227268113,0.0010856065492488,0.0018302537517309,0.0013292444197744,0.0014121928398206,0.0011469603835093,0.0020411481369409,0.0010527103379922,0.0008332792546268,0.0012809363398239,0.0011311225152733,0.0009942019821991,0.0010895456266306,0.0009163504323056,0.0009120130881482,0.0009392673735177,0.0012825609356347,0.0014620007644207,0.001345487210169,0.00117263900548,0.001601732351758,0.0010393029283368
0.0011767511868614,0.0011425901437089,0.0015457454468364,0.0013282451750091,0.0013116756989372,0.0013407682054238,0.0011581429783139,0.0011512302785967,0.0009594254876045,0.0011611477139704,0.0010703239024088,0.000818526636249,0.0009434526738387,0.0008403990184081,0.0013045312506944,0.0008279135389843,0.001175172732598,0.0011087722970457,0.001484687505986,0.0015402653893005,0.0009920047679908,0.0011819028016772,0.0012013069481911,0.0015587807368901
0.0007603222289933,0.0014507936198912,0.0013557866307544,0.0015410622234106,0.001654813369508,0.0011225181916367,0.0010103155754753,0.0013350857804408,0.0006277787308623,0.0011168503633021,0.001893275820134,0.0007159713573548,0.0014796280062615,0.0012466831858539,0.0011180997638749,0.0015589066243583,0.0012033580574135,0.0010904227130033,0.0014643965506014,0.001448263935399,0.0012348348681565,0.0012808981830987,0.0013635778803026,0.0012275437998484
0.0009937092612902,0.0007882652750609,0.0013493725194436,0.0013577004240883,0.0010649080273192,0.0013774512467328,0.0014499806876017,0.0011746022456881,0.0012786352095208,0.0010624150138539,0.001273639929794,0.0011094326930524,0.0011811659520389,0.0010924434377466,0.0010260961181827,0.0013287724610859,0.0010514662453256,0.0015550131494715,0.00159570526043,0.0011961738638611,0.0010936856926922,0.0012287627393626,0.0011427935368253,0.0015517523132806
0.0009244909703975,0.0012519349742474,0.0011899700457813,0.0013076959079453,0.0014482212188858,0.0014693936599893,0.0017579890876069,0.0012310490209746,0.0015592034937883,0.0009671329727927,0.0010685708043794,0.0011487649176544,0.0015338665248077,0.0014332614198499,0.0009175102219164,0.0013656903797393,0.0014603124680411,0.0009457503914826,0.0011746507513299,0.0018454680830648,0.0010073908201884,0.0015604755863864,0.0013820832799965,0.0013338890603219
0.001441636698734,0.00073743719484,0.0011819838694605,0.0013876033552923,0.0016078370476135,0.0012261175884592,0.0012086214153387,0.000671897558515,0.0011915254366567,0.0011615191011328,0.0014522479830365,0.0008663951394525,0.0016797576744623,0.0012611929254851,0.0012365979352231,0.0011774667048367,0.0011181529794904,0.0007939596006838,0.0011616873747595,0.0015548570080683,0.0014824748517455,0.0013361315430496,0.001433720432169,0.0010457298061767
0.0010960436503103,0.0009173130174145,0.0010690384940347,0.0012951728876072,0.0014088997379495,0.0014425533502911,0.0011303354282015,0.0013882933653627,0.0008811390151782,0.0010176487297772,0.001514593844674,0.00083053831013,0.0008183647508734,0.0011811245900165,0.0013370787259146,0.0013337229349829,0.0014940113784299,0.0013060756164193,0.0012049807844516,0.0012950963082334,0.0015102505415634,0.0012709197525298,0.0016111852589396,0.0014790146474246
0.0005712260482555,0.0011365205266861,0.001113090286747,0.0013633027562027,0.0009994121976072,0.0014175489604449,0.0013243079678364,0.0008320314018493,0.0009668081407891,0.001945713879468,0.0012191487790611,0.0014279941040933,0.0009909485354623,0.0011649166948544,0.0012823558102666,0.0013841454308148,0.0010437630273536,0.0011324381715759,0.0014511762362983,0.0012336630001051,0.0011473797948393,0.0009788747292945,0.0011151245816965,0.0012683687597529
