wppm,mean,std. dev.
0.0,1.3281410200724164,0.0009445173540546582
50.0,1.3280454255824847,0.0012201017964261526
100.0,1.3276840156568823,0.001046092097718212
150.0,1.3285210888840078,0.0013921627966930925
200.0,1.3294710490754251,0.00119151083243098
250.0,1.3279878864988377,0.0013022378936117412
300.0,1.3273496543046965,0.0011450785058064504
350.0,1.3267128537539574,0.0013963795225126936
400.0,1.3274708877753887,0.001310445024581139
450.0,1.3247996137090603,0.0011795896123645846
500.0,1.3245997211205942,0.001230139932690597
550.0,1.3231722832965538,0.001462000764420716
600.0,1.3194949925992765,0.001540265389300507
650.0,1.3149567770009636,0.0014482639353990722
700.0,1.3091872243008957,0.0011961738638611552
750.0,1.2992264443875885,0.0018454680830648285
800.0,1.2853453875893641,0.001554857008068306
850.0,1.2589722465957462,0.001295096308233418
900.0,1.2087170039729853,0.001233663000105199
