cell,nuclide,score,mean,std. dev.,wppm
10,Li6,"(n,Xt)",0.9255196678284592,0.0011646171162485,0.0
10,Li7,"(n,Xt)",0.0504631579223736,0.0001083340532473,0.0
6,Li6,"(n,Xt)",0.3204399399868433,0.0009831437741002,0.0
6,Li7,"(n,Xt)",0.0206279778576384,2.765702872227116e-05,0.0
20,Li6,"(n,Xt)",0.92702281789535,0.001186686077178,50.0
20,Li7,"(n,Xt)",0.0496855450874303,0.000114658967914,50.0
17,Li6,"(n,Xt)",0.3206121642614001,0.0004460986849723,50.0
17,Li7,"(n,Xt)",0.020418417793673,2.59250436931039e-05,50.0
27,Li7,"(n,Xt)",0.0201837778053112,2.6886729131922e-05,100.0
27,Li6,"(n,Xt)",0.3208712329574359,0.0005056601810585,100.0
30,Li6,"(n,Xt)",0.9282267385710246,0.0005562625429292,100.0
30,Li7,"(n,Xt)",0.048883004842253,0.0001082043525043,100.0
37,Li7,"(n,Xt)",0.0199295000876789,2.6692943456813265e-05,150.0
40,Li6,"(n,Xt)",0.93075728081232,0.0011626450144271,150.0
40,Li7,"(n,Xt)",0.0479419983858759,9.329753869373502e-05,150.0
37,Li6,"(n,Xt)",0.320585751883671,0.0005818316891062,150.0
47,Li7,"(n,Xt)",0.0196605370740751,2.933785528467734e-05,200.0
47,Li6,"(n,Xt)",0.3205288567278009,0.0006223623820101,200.0
50,Li6,"(n,Xt)",0.9307575395312112,0.0014046436446571,200.0
50,Li7,"(n,Xt)",0.0469498497359133,0.0001074719456892,200.0
60,Li6,"(n,Xt)",0.9325856445695268,0.0011824907369163,250.0
60,Li7,"(n,Xt)",0.0458938865111974,0.0001215606178688,250.0
57,Li6,"(n,Xt)",0.3199455084048626,0.0005484385007599,250.0
57,Li7,"(n,Xt)",0.0193536197897374,2.520251432056977e-05,250.0
67,Li7,"(n,Xt)",0.0190135429757052,2.0351617181046743e-05,300.0
67,Li6,"(n,Xt)",0.31944046839887,0.0006802954888481,300.0
70,Li6,"(n,Xt)",0.935090642303759,0.0019113411468813,300.0
70,Li7,"(n,Xt)",0.0447645788865726,0.0001014192741838,300.0
80,Li6,"(n,Xt)",0.9354786266575984,0.0017559407993044,350.0
80,Li7,"(n,Xt)",0.0434615548850568,9.950557116037444e-05,350.0
77,Li6,"(n,Xt)",0.3189758185487739,0.0006004448651299,350.0
77,Li7,"(n,Xt)",0.0186489717076241,2.379737304739223e-05,350.0
87,Li6,"(n,Xt)",0.3192327470906809,0.0004838535651658,400.0
90,Li6,"(n,Xt)",0.9393925169082492,0.0013884780865418,400.0
90,Li7,"(n,Xt)",0.0421086279792634,8.465644858061392e-05,400.0
87,Li7,"(n,Xt)",0.0182284407990202,2.347565001738768e-05,400.0
97,Li7,"(n,Xt)",0.0177765475182683,2.2119853298037117e-05,450.0
97,Li6,"(n,Xt)",0.3174569202754734,0.0004213933598714,450.0
100,Li7,"(n,Xt)",0.0406131244520452,6.20328994264046e-05,450.0
100,Li6,"(n,Xt)",0.9395809278631764,0.000872224722142,450.0
110,Li6,"(n,Xt)",0.9412706035456336,0.0010682456667995,500.0
110,Li7,"(n,Xt)",0.0389563546965885,5.082495601030966e-05,500.0
107,Li6,"(n,Xt)",0.3165794844867775,0.0004572660691427,500.0
107,Li7,"(n,Xt)",0.0172262721633252,2.3265073507263517e-05,500.0
120,Li6,"(n,Xt)",0.9444193163786344,0.0006928549228726,550.0
120,Li7,"(n,Xt)",0.0370357612143112,6.203942721611029e-05,550.0
117,Li6,"(n,Xt)",0.3164900655618982,0.0006308027981178,550.0
117,Li7,"(n,Xt)",0.0166208492007154,2.0351760698648792e-05,550.0
127,Li7,"(n,Xt)",0.015938483693489,1.9983225065374844e-05,600.0
127,Li6,"(n,Xt)",0.3143203509506324,0.0007196254212267,600.0
130,Li6,"(n,Xt)",0.9471820315817168,0.0008404069489656,600.0
130,Li7,"(n,Xt)",0.0349429037873005,6.951324094575973e-05,600.0
140,Li6,"(n,Xt)",0.9485301564689256,0.0009316044684864,650.0
140,Li7,"(n,Xt)",0.0325415846505817,7.65930883737209e-05,650.0
137,Li6,"(n,Xt)",0.313179722098777,0.000561281315969,650.0
137,Li7,"(n,Xt)",0.0151198605256588,1.5218097356782322e-05,650.0
147,Li7,"(n,Xt)",0.0141636331217627,1.6828880045554546e-05,700.0
147,Li6,"(n,Xt)",0.3109120852468664,0.0005490399578598,700.0
150,Li7,"(n,Xt)",0.0297947920304768,8.382751063407896e-05,700.0
150,Li6,"(n,Xt)",0.951033197075002,0.0014523466380173,700.0
160,Li6,"(n,Xt)",0.9518983431018656,0.0008142627374875,750.0
160,Li7,"(n,Xt)",0.0266258666536142,4.869188387925326e-05,750.0
157,Li6,"(n,Xt)",0.3073064938511652,0.0004783453714958,750.0
157,Li7,"(n,Xt)",0.012999771889107,1.5323294090821766e-05,750.0
167,Li6,"(n,Xt)",0.3011360065750624,0.0005392056102932,800.0
167,Li7,"(n,Xt)",0.0115652516525148,1.4174219337852089e-05,800.0
170,Li6,"(n,Xt)",0.94775533646842,0.0005808543678594,800.0
170,Li7,"(n,Xt)",0.0229523572858224,4.5127067168117256e-05,800.0
180,Li6,"(n,Xt)",0.9407680195141068,0.0012404811796766,850.0
180,Li7,"(n,Xt)",0.0185926532846403,3.692102997464727e-05,850.0
177,Li6,"(n,Xt)",0.2924736910762386,0.0004068993337267,850.0
177,Li7,"(n,Xt)",0.0097739813247497,1.0475133973489495e-05,850.0
187,Li6,"(n,Xt)",0.2765239680300358,0.0003747609286521,900.0
190,Li6,"(n,Xt)",0.9132636509482424,0.0010683457229539,900.0
190,Li7,"(n,Xt)",0.0134419402848535,2.306856009052005e-05,900.0
187,Li7,"(n,Xt)",0.0074657824419988,8.701527425532407e-06,900.0
