wppm,mean,std. dev.
0.0,1.2145939402731256,0.000944367865316603
50.0,1.2158017948123199,0.0008404255198749235
100.0,1.217121285217511,0.0008986269406989805
150.0,1.2205199256160986,0.0007302987519845882
200.0,1.223720409568593,0.00161739264900248
250.0,1.2241333652493094,0.001838122756714738
300.0,1.2307811248055818,0.0009500699759481707
350.0,1.2337910875051328,0.0008805512521974383
400.0,1.2367225590965576,0.0009092027714962075
450.0,1.2405530273281982,0.0009572032652804103
500.0,1.2425869497343083,0.000797220184628545
550.0,1.2486126645389202,0.0007409707112554752
600.0,1.2498549484216548,0.001142590143708942
650.0,1.2542406825920878,0.0014507936198912422
700.0,1.2571908351461647,0.0007882652750609584
750.0,1.2621074746231413,0.0012519349742474727
800.0,1.259041378680499,0.0007374371948400576
850.0,1.2497430731829966,0.00091731301741451
900.0,1.219541802398093,0.001136520526686199
