enrichment,bare,20_slry_50_mlt_0_ref_0_pp.csv,20_slry_100_mlt_0_ref_0_pp.csv,20_slry_150_mlt_0_ref_0_pp.csv,20_slry_200_mlt_0_ref_0_pp.csv,20_slry_250_mlt_0_ref_0_pp.csv,20_slry_1000_mlt_0_ref_0_pp.csv
0.01,0.000474573,0.000246823587314,0.0001794778934454,0.0001226857639451,0.0001378481871206,0.0001298094982747,0.0
7.5,0.000587528,0.0009286725175359,0.0012416141705222,0.0011233316919775,0.0006543843779273,0.0003995375805932,0.0
15.0,0.001251596,0.0012868083110045,0.0011074512427849,0.0011740927918696,0.000626624004546,0.0008856634265132,0.0
25.0,0.001272486,0.0009409279762313,0.0008140525337013,0.0008582821666845,0.0010527593689781,0.000859877683752,0.0
50.0,0.001310144,0.0013322332538834,0.0010142323490108,0.0012738425756536,0.0009801143199721,0.0010546930197796,0.0
75.0,0.00113424,0.0013074462253025,0.0012020959787128,0.0010673061052624,0.0012507718804304,0.000525817768228,0.0
99.99,0.001036591,0.0018709066275792,0.0012466691724226,0.0014686474267238,0.0009888308586413,0.0007721022925658,0.0
