enrichment,mean,std. dev.
0.01,0.1258777667057435,0.000129809498274797
7.5,1.0729703804182626,0.00039953758059320106
15.0,1.1581004431405355,0.0008856634265132744
25.0,1.2009504636384079,0.0008598776837520983
50.0,1.2277258520523835,0.0010546930197796237
75.0,1.2241204365539582,0.0005258177682280269
99.99,1.212556335886474,0.0007721022925658214
