cell,nuclide,score,mean,std. dev.
60,Li6,"(n,Xt)",0.9788374487125726,0.0011309471916778843
60,Li7,"(n,Xt)",0.03342237518526863,5.8794725310797743e-05
57,Li6,"(n,Xt)",0.17867876591303272,0.0002828732675457451
57,Li7,"(n,Xt)",0.00797166356122795,7.063690797753192e-06
