enrichment,bare,26_slry_0_mlt_1_ref_0.2_pp.csv,26_slry_0_mlt_1_ref_0.4_pp.csv,26_slry_0_mlt_1_ref_0.6_pp.csv,26_slry_0_mlt_1_ref_0.8_pp.csv,26_slry_0_mlt_1_ref_1_pp.csv
0.01,0.000474573,0.0003762829745471,0.0003815765358916,0.0003727528375024,0.0003480593333876,0.0003632956048476
7.5,0.000587528,0.0009771382191629,0.0009719421141672,0.0009703389833725,0.0009592372517941,0.0009813481269155
15.0,0.001251596,0.0014204775511985,0.0014370406124574,0.0014411300800524,0.0014356414176489,0.001442967321563
25.0,0.001272486,0.0010147629004078,0.001013156249895,0.0010150731371666,0.0010121860738553,0.001020716802635
50.0,0.001310144,0.000970978903467,0.0009710111676442,0.0009695474641988,0.0009712059134108,0.0009680976948014
75.0,0.00113424,0.0013563154253122,0.0013636990788116,0.0013637443500839,0.0013549938697741,0.001355259930166
99.99,0.001036591,0.0010807233308909,0.0010848494441338,0.001085566248762,0.0010867191949731,0.0010867888738925
