enrichment,mean,std. dev.
0.01,0.4123943917521981,0.00038157653589167815
7.5,1.1987112215108313,0.0009719421141672649
15.0,1.240829337683182,0.0014370406124574336
25.0,1.2623933923745385,0.0010131562498950895
50.0,1.2717068890756775,0.0009710111676442361
75.0,1.2629392957244832,0.001363699078811672
99.99,1.2473665506487925,0.0010848494441338037
