cell,nuclide,score,mean,std. dev.
40,Li6,"(n,Xt)",0.9156775626015972,0.001245872891397081
40,Li7,"(n,Xt)",0.04567836812014538,0.00010615534428770848
37,Li6,"(n,Xt)",0.3438562998123283,0.0006665325162124132
37,Li7,"(n,Xt)",0.019970717947162542,2.685315108557846e-05
