enrichment,mean,std. dev.
0.01,0.4287933000434892,0.0007008140396784489
7.5,1.183439780566565,0.0012764698151365257
15.0,1.2179491025291826,0.001064916228133386
25.0,1.2323242179427614,0.0013671539576613628
50.0,1.231787745229405,0.0011040478472648994
75.0,1.2193168909866496,0.0013093826194391937
99.99,1.198926568554856,0.0015772116256871664
