enrichment,mean,std. dev.
0.01,0.4296560961904383,0.0004788486666814655
7.5,1.209917181953324,0.0015178518470589434
15.0,1.2462777519333605,0.0007244893207014844
25.0,1.263704469210462,0.0011222484186973992
50.0,1.269316419468602,0.0014801374432357815
75.0,1.2593076555337448,0.0008457768380713605
99.99,1.2427328203525994,0.0014130326432362282
